frequency,monetary,recency
1,250.0,329
5,909.23,10
4,331.58,154
35,27750.55,32
17,6598.55,11
1,171.81,386
3,62.43,43
1,267.03,232
15,4218.94,63
2,344.61,382
1,343.5,0
15,7106.69,39
2,398.84,31
16,17359.99,83
2,591.4,23
4,1295.7,1
2,148.44,32
23,5575.64,17
1,229.33,253
12,5111.95,21
5,1813.72,20
2,2007.44,7
10,3771.9,24
3,807.57,18
1,162.25,724
6,1087.82,172
1,259.09,408
1,110.92,162
6,3358.3999999999996,536
1,538.46,6
2,460.68,10
1,85.13000000000001,113
3,918.45,511
2,242.84,287
20,8162.43,8
2,428.05,53
2,1079.1000000000001,605
25,10154.39,6
1,158.09,594
8,2345.96,76
12,2218.8,3
7,1710.08,35
2,252.52,216
1,437.23,59
1,217.2,276
36,12112.35,11
1,279.77,23
1,473.65000000000003,27
1,214.13,638
1,1109.4,567
2,153.52,396
8,1934.3899999999999,10
3,673.3800000000001,350
7,2867.0,21
2,70.74000000000001,462
2,173.16,49
2,227.87,391
1,186.01,17
3,758.29,1
10,3586.35,102
25,9311.04,6
14,4051.63,10
10,4068.67,3
5,1207.18,30
6,1518.7,176
1,30.1,618
1,940.6700000000001,36
5,397.98,150
1,127.1,161
5,1302.5,67
8,1381.19,375
38,7794.59,119
3,682.9100000000001,23
1,107.86,375
6,1277.5,22
1,455.3,175
3,1139.1,591
7,1522.0800000000002,49
1,579.6,676
3,478.53000000000003,254
5,1496.6,381
3,217.9,581
1,388.58,45
1,199.8,69
5,1771.78,14
1,357.6,486
9,3130.04,99
2,563.37,34
2,548.02,52
3,1250.06,25
4,1199.31,427
30,14960.12,10
16,3230.51,7
2,88.48,77
1,216.39,51
9,1936.8,35
17,5230.99,60
9,1708.97,335
5,1785.98,27
1,298.48,183
1,112.46000000000001,50
26,2997.28,8
2,195.15,35
1,433.71999999999997,609
4,3147.36,436
47,21373.97,9
1,317.11,437
3,828.5500000000001,395
4,776.851,31
1,336.40000000000003,9
4,1942.36,55
4,1293.03,3
16,7852.61,42
8,2437.05,140
4,588.13,115
9,3236.4,102
3,1067.52,73
2,566.9,456
17,5652.26,3
4,2240.9,449
3,1481.4,44
1,596.67,641
8,3285.31,14
13,4352.46,508
2,554.65,16
1,100.35,394
4,1444.58,88
5,797.59,51
6,2265.2,377
3,1065.08,133
29,23957.58,3
12,5345.55,104
1,105.78000000000002,728
3,664.0,190
4,813.0,165
3,1055.17,17
5,974.61,156
1,169.0,414
2,657.35,203
4,2170.35,335
2,553.88,520
5,1259.06,35
5,1420.34,90
2,877.4399999999999,91
2,922.53,8
1,560.67,242
4,748.5,44
1,30.0,21
8,2423.4700000000003,189
3,532.49,42
15,2812.99,24
8,1215.95,316
2,283.73,660
1,138.14,105
4,1254.03,49
5,4015.12,167
2,632.9399999999999,471
1,301.32,38
1,76.32000000000001,216
4,684.34,39
2,325.2,295
7,2657.13,17
1,45.300000000000004,724
9,6414.79,87
13,6948.2300000000005,72
4,542.04,80
3,3435.76,17
3,1305.63,48
3,1893.89,51
4,781.28,23
10,4507.58,8
14,2989.7,24
2,318.24,598
2,524.54,116
3,173.95,546
1,55.980000000000004,449
1,90.0,419
9,2993.1,7
1,190.57,417
3,521.03,118
2,239.76,3
4,571.3,251
1,191.04,27
1,37.5,658
24,10810.81,-1
4,1131.04,265
13,3906.57,32
1,246.75,688
1,46.2,623
1,309.65,16
2,696.68,171
4,1542.14,1
2,140.39000000000001,475
1,211.5,263
6,3817.96,139
1,143.1,200
4,1060.56,62
4,945.58,34
9,4378.72,39
2,327.85,282
1,898.87,416
2,420.25,555
12,3472.4100000000003,8
4,1010.79,142
5,784.8100000000001,10
5,658.02,554
11,3056.81,144
5,607.0,233
1,293.79,539
31,10223.06,31
2,741.92,23
1,507.08,10
11,5258.1,34
4,947.65,363
3,310.85,200
1,415.25,14
1,321.91,389
15,9445.51,15
2,544.6,378
3,192.55,211
5,1726.58,64
1,125.3,552
10,1682.07,211
1,162.3,281
4,2263.3,113
1,327.68,420
2,1815.72,434
8,1205.1200000000001,13
41,13372.970000000001,17
1,449.12,65
1,154.88,48
2,208.62,457
1,156.87,618
4,784.46,15
1,34.8,76
4,1094.59,18
1,196.88,133
9,2562.61,11
3,614.7600000000001,39
3,44534.3,234
18,6797.191,1
11,1380.44,459
9,4207.54,38
1,79.2,303
9,3037.61,50
17,5993.12,9
4,532.96,60
6,2940.36,64
1,205.25,23
7,830.9300000000001,217
2,13916.34,629
1,143.05,441
2,583.75,64
2,1086.92,30
8,4503.08,87
1,370.63,665
3,831.06,63
34,15601.09,114
45,88704.32,6
1,321.45,611
3,1006.54,603
1,280.88,417
2,774.52,4
6,1329.94,67
2,150.5,244
1,241.62,132
7,1762.61,240
1,307.95,430
2,124.08000000000001,462
3,475.28000000000003,182
3,345.46,24
4,4014.1,8
1,246.3,9
2,848.3299999999999,466
16,5969.93,31
5,8514.82,45
3,948.05,25
1,221.82999999999998,507
6,1962.01,357
1,220.85,9
5,3608.34,42
2,933.84,398
8,2399.57,13
2,777.0,735
8,1979.8700000000001,148
17,5175.83,0
6,2821.08,112
3,1535.37,491
4,1424.29,74
7,1242.58,106
3,1063.95,45
1,451.42,141
4,1929.66,50
13,4206.39,-1
30,10189.23,22
3,784.58,45
5,1817.52,49
21,18409.93,305
7,1274.44,35
8,2999.04,77
7,3890.52,21
12,5201.47,106
2,1303.9099999999999,206
6,2634.44,15
5,2100.6,62
2,144.14999999999998,541
3,2766.4,419
1,340.5,587
11,3934.79,48
1,206.98,318
2,570.96,43
6,1840.06,2
3,3897.17,371
2,890.94,452
1,532.94,171
4,2598.28,55
27,3794.07,72
1,1108.82,374
2,636.14,98
1,576.0,36
3,801.76,57
1,836.79,253
1,80.4,736
7,3772.9900000000002,69
4,954.09,43
1,137.37,49
2,777.01,63
34,74163.0,10
3,1048.49,32
2,355.56,57
9,2742.41,71
2,548.8,392
1,118.95000000000002,302
1,130.73999999999998,45
11,4426.28,16
1,107.01,384
5,822.57,37
1,139.94,620
6,1058.72,18
1,109.73,525
3,257.26,185
1,110.8,50
20,5583.81,3
6,1052.72,135
52,34220.340000000004,3
2,570.48,17
13,3960.37,14
1,438.46,431
17,2505.21,39
13,4401.79,11
13,2928.29,7
5,358.7,24
7,2180.76,21
5,2248.92,39
1,230.53,100
31,9063.95,4
1,94.53,582
3,323.65999999999997,276
4,862.61,31
1,33.099999999999994,436
4,795.68,13
4,313.91999999999996,498
21,11284.76,62
1,111.72,645
2,1449.1399999999999,408
2,493.28,0
2,330.77,560
4,1157.3,403
1,686.5600000000001,368
5,501.39000000000004,311
8,1495.98,197
2,396.48,1
2,249.70000000000002,431
15,1951.82,91
4,1052.8700000000001,59
3,1027.15,405
3,429.16,79
8,1806.28,155
5,535.65,393
1,524.52,225
1,128.2,668
1,305.28000000000003,480
2,420.29,252
1,179.17,148
2,222.05,193
25,5596.31,0
1,112.5,367
4,900.4,22
7,703.22,15
1,145.01,379
12,8939.84,8
1,164.68,7
1,114.69,542
10,2555.64,18
3,967.45,2
2,764.57,489
1,191.94,172
15,2681.8,-1
8,1702.34,622
9,1074.7,177
1,6.300000000000001,533
2,205.99,377
1,429.21,400
13,3427.17,15
5,560.63,246
3,582.88,189
2,910.61,18
9,571.64,153
4,802.11,171
1,739.0,372
1,254.16,371
1,102.82,730
1,207.15,193
1,134.44,541
1,123.39,646
1,293.53,655
1,594.0,643
1,426.63,66
1,239.9,427
8,2495.87,3
3,1107.46,20
2,2190.66,416
2,416.86,238
2,282.79,378
1,145.35,63
9,734.81,111
16,9060.39,88
1,35.8,310
1,405.0,636
1,337.44,132
2,271.28999999999996,648
4,2164.24,275
4,827.27,364
3,2304.18,501
1,1708.24,81
3,1509.0900000000001,7
2,364.72,15
10,7180.71,30
3,1013.17,7
4,806.57,32
18,3669.5499999999997,14
1,190.75,588
21,8658.36,23
2,617.6,550
3,930.1,30
4,492.99,73
3,579.49,681
4,410.95,373
1,451.28999999999996,378
1,295.83,448
2,470.76,18
1,272.96000000000004,662
13,3013.09,16
1,426.53000000000003,449
12,3041.6,22
1,418.05,387
5,1127.05,1
2,1017.32,302
18,5902.83,16
5,1810.27,455
3,988.44,365
7,3442.15,38
1,371.01,83
6,1746.6399999999999,164
2,1054.73,16
3,3279.42,76
1,329.22,601
7,6593.68,87
21,9362.77,23
1,324.51,604
8,3958.8199999999997,21
30,8759.32,1
7,2715.28,122
2,354.42,29
8,1682.13,11
3,770.09,18
2,372.51,374
7,2010.05,43
1,150.55,533
3,896.6,2
7,2797.57,7
3,1202.18,53
1,696.19,413
7,1686.9,87
16,8308.34,35
1,20.4,734
3,12393.7,1
1,583.39,380
1,169.21,624
10,5613.83,28
5,2146.39,473
10,2436.22,11
2,347.17,210
7,3075.14,46
15,5384.13,22
4,992.71,21
11,1724.06,244
29,5880.46,7
5,2989.79,34
81,57446.44,2
5,1130.27,36
3,705.39,2
11,2533.94,2
5,1553.83,46
4,698.13,38
28,17465.85,45
2,851.01,15
2,532.25,394
1,628.28,259
3,719.81,45
3,484.2,11
1,439.65999999999997,28
1,236.09,42
15,2048.36,90
1,82.2,594
103,122209.14,37
1,331.24,308
2,548.94,91
6,1970.45,455
27,10836.13,4
6,928.72,195
1,217.73,559
4,2556.84,86
5,1509.34,268
3,471.78000000000003,6
2,456.4,422
7,2416.9,64
3,3166.4,29
8,2265.12,21
8,1856.5900000000001,36
1,340.84000000000003,434
8,3434.9300000000003,118
1,235.78,561
1,107.14,681
4,1075.23,372
6,1899.68,39
3,300.7,172
1,188.44,680
1,362.06,53
6,3634.84,31
4,2111.88,144
1,134.8,219
1,664.85,44
9,3854.85,15
1,62.7,405
12,3217.77,64
3,541.95,399
1,89.65,430
8,2863.45,8
2,335.32,259
1,111.0,724
8,2382.62,364
5,1521.87,15
3,3395.29,561
1,122.93,592
1,457.7,416
2,852.15,21
4,1076.8,43
4,4328.89,287
1,122.39999999999999,296
1,265.25,389
2,736.9300000000001,501
10,2234.73,2
1,2300.4,624
2,362.99,282
3,1352.0,15
4,602.5600000000001,80
8,4460.18,55
1,106.75,669
5,2351.42,99
1,436.18,298
12,2343.53,22
10,2864.9900000000002,58
5,1739.92,388
2,1437.43,574
2,271.44,385
1,205.91,623
2,315.06,153
6,1587.94,113
1,17.0,105
10,3695.56,10
1,447.05,455
4,1584.97,263
1,185.04999999999998,239
15,4448.1,86
7,1573.2,49
1,582.64,461
4,3229.16,69
3,1842.14,41
22,6191.71,6
9,2778.61,60
5,2386.19,247
1,108.38,64
7,3204.1600000000003,16
4,2235.92,83
3,939.48,217
4,1819.27,44
1,562.48,427
4,195.73999999999998,142
1,161.38,182
1,135.75000000000003,169
12,2575.14,8
1,612.78,210
3,654.4,188
1,4376.25,651
8,1720.81,7
6,3056.91,58
5,1477.09,56
6,1001.34,72
1,307.78,50
4,1772.49,316
14,4587.65,366
15,14646.800000000001,28
2,801.31,38
11,3801.05,16
3,1396.05,406
4,987.48,421
11,9957.42,50
2,664.1999999999999,543
56,22992.260000000002,2
5,2145.34,20
2,819.45,261
4,946.8,58
1,422.7,679
3,910.35,377
5,1111.15,17
3,1557.6000000000001,64
2,955.94,87
1,535.34,248
12,4910.83,2
1,175.2,245
19,6805.4400000000005,7
4,946.38,156
5,2398.91,132
2,386.62,295
3,422.22,3
11,4395.59,41
1,1829.04,267
11,5133.49,48
5,796.9,380
20,6218.18,7
3,656.69,14
9,628.32,521
4,1232.79,280
2,1025.44,64
43,12831.8,0
1,37.4,251
6,2849.58,231
3,822.48,16
1,79.9,504
2,435.83,427
5,1386.1200000000001,413
64,10636.47,9
4,1822.97,7
20,6869.0,49
1,73.2,58
7,1884.55,94
6,1418.32,14
7,2246.75,125
7,1836.44,93
4,2052.69,420
8,2247.31,49
2,612.6,137
1,215.83,59
13,16249.87,99
1,305.54,72
9,9971.65,71
4,1077.81,66
6,1158.79,63
3,644.72,15
26,9026.11,21
15,6911.4400000000005,30
5,1087.66,43
2,215.48,14
8,2723.55,39
24,15688.02,1
1,351.3,734
2,630.43,235
1,308.59999999999997,374
1,323.25,722
1,93.3,487
9,2016.71,468
2,1030.0410000000002,74
7,942.75,391
12,5643.45,3
5,2112.12,2
9,2501.9900000000002,359
6,1114.54,57
3,944.24,22
7,1830.61,29
13,2602.32,53
1,394.38,24
10,3440.45,43
9,4146.78,87
35,38489.51,0
3,1090.59,87
4,1293.71,18
1,159.0,77
4,2038.25,169
1,242.35,79
1,914.9300000000001,266
2,304.25,234
13,4439.97,28
1,40.8,499
9,2235.5099999999998,35
2,1345.22,317
2,1102.3500000000001,373
5,1616.54,56
15,2867.4100000000003,43
5,672.1700000000001,202
3,1027.22,224
3,890.8100000000001,384
6,2867.86,86
2,542.03,188
4,1078.22,378
7,2712.97,42
9,1965.71,70
3,333.18,475
9,2053.71,39
1,432.2,77
1,136.65,436
1,63.66,421
6,1492.2,55
2,3718.8,23
16,4329.31,8
14,7474.4,7
2,409.1,32
2,2579.38,210
3,1413.66,22
2,827.25,458
1,114.56,169
1,152.94,60
5,1800.07,51
3,791.38,260
1,128.31,511
1,295.09000000000003,381
7,7310.15,65
3,985.14,377
15,4906.8,15
3,1629.37,265
1,46.95,175
15,11942.52,44
3,361.94,409
1,1035.45,49
6,1059.45,16
1,755.15,377
1,351.01,422
2,837.53,437
12,6935.17,8
14,1757.95,72
1,186.66,590
1,667.65,70
1,717.57,436
1,1141.24,352
11,3463.02,1
2,411.7,115
2,336.03999999999996,647
1,715.9,372
4,2151.11,195
3,2629.3900000000003,175
1,188.69,732
3,1117.84,99
9,5705.08,20
1,238.05,724
3,3424.02,71
3,1307.58,338
8,4403.82,4
3,1029.77,30
1,176.9,645
2,328.95,476
5,1006.98,168
1,129.85,469
1,136.31,461
4,2069.3,463
1,117.72,681
5,1253.76,120
13,4657.95,20
1,126.05000000000001,475
4,1328.55,8
4,1313.67,625
1,301.9,267
7,1085.7,21
1,193.65,476
3,1392.43,429
1,107.33,735
1,233.22,125
7,7928.27,24
1,381.66,693
1,361.21999999999997,137
7,1192.82,212
3,1194.92,428
7,5120.0,36
2,706.57,105
2,460.08,413
2,616.26,16
1,171.15,431
2,274.15000000000003,2
3,1491.4,388
2,402.71,329
13,5744.91,63
5,2192.51,118
1,328.15,34
1,404.40000000000003,216
6,5628.99,171
7,604.5500000000001,71
2,326.75,0
2,353.66,195
3,428.68,127
12,3597.5,45
24,4826.99,4
16,10731.34,13
1,310.83,562
4,1703.07,426
7,634.33,16
6,2037.7,431
11,2010.41,27
21,26626.8,6
1,277.48,491
8,2774.0,550
4,3517.69,419
1,151.05,35
1,214.79999999999998,156
1,109.95,283
3,1526.06,106
7,3850.79,23
4,322.41,74
3,687.0699999999999,15
4,842.42,157
2,1198.74,43
1,224.51,384
11,3509.41,10
8,1798.22,31
1,53.5,289
9,2253.89,20
13,3330.0299999999997,331
2,494.44,16
37,9999.460000000001,2
5,1129.51,62
1,416.35,374
6,415.87,196
4,868.37,32
5,2919.65,0
16,2697.75,6
6,3512.53,3
4,896.66,8
6,946.94,31
1,109.36000000000001,52
2,707.04,10
15,3307.2,16
4,1548.1299999999999,17
3,1362.4,36
3,640.21,1
7,2664.81,17
4,1320.56,81
1,157.2,447
5,1328.61,32
2,309.49,381
5,1771.45,65
2,104.0,469
2,987.01,7
2,1308.48,266
3,362.95,246
4,2157.4,3
1,1780.59,60
2,258.7,394
2,353.1,407
7,2974.84,73
4,1358.95,88
5,1030.61,59
3,1102.59,27
5,918.55,321
1,186.05,652
4,1382.07,52
3,467.5,535
4,1103.61,399
3,763.05,268
23,5561.66,1
5,1555.34,55
14,3537.85,59
1,137.8,475
1,127.88,627
2,1705.8,153
3,641.82,18
9,3159.44,93
23,6849.15,0
2,511.4,263
1,177.5,311
1,443.05,69
2,167.25,301
3,552.68,17
13,2821.65,11
1,231.93,590
12,5709.04,35
1,130.32,733
4,910.1899999999999,18
5,647.23,52
2,528.98,55
5,559.71,20
3,719.44,43
9,2972.88,25
1,35.7,491
5,1101.94,43
8,1487.42,111
1,75.0,395
3,526.27,375
108,63651.47,16
1,346.12,23
2,443.06,190
1,302.7,301
10,1908.25,1
2,241.06,262
3,660.28,412
1,284.55,105
7,1117.94,56
3,642.81,212
1,287.4,63
2,384.52,27
12,2741.74,28
3,1011.5699999999999,511
3,329.34,667
2,301.25,380
5,798.35,4
1,310.70000000000005,721
6,3856.9700000000003,6
5,1034.43,66
5,899.47,0
1,162.24,519
17,3656.58,45
4,602.73,32
2,168472.5,-1
3,775.14,134
2,367.87,197
2,707.69,196
3,1505.73,148
3,1013.15,86
2,332.17,629
2,251.71,529
4,30.950000000000003,43
11,4384.37,62
13,6862.91,98
1,208.36,217
30,5715.34,1
1,71.78999999999999,728
3,814.72,27
3,1615.22,176
3,136.0,72
4,1422.4,20
3,1314.68,18
2,746.24,419
15,3838.59,32
7,2869.16,507
3,787.52,73
5,828.91,22
11,2458.6,50
4,1189.98,273
2,789.6,433
4,470.83,163
7,1871.5,6
4,544.3,87
1,350.35,430
11,4320.02,62
3,331.0,24
2,300.83,9
1,769.29,74
1,453.38,681
1,220.62,14
1,139.35,191
2,404.3,172
5,2294.68,76
1,134.36,536
2,209.4,576
3,498.8,32
2,303.7,379
1,205.41000000000003,435
2,1533.16,45
1,385.56,539
7,2132.09,78
1,826.53,295
3,684.41,2
6,2330.77,7
23,6695.28,48
2,100.97,160
8,2578.34,359
9,843.9100000000001,3
1,1237.23,382
2,266.5,619
11,3614.34,105
1,484.38,24
1,777.6,30
2,90.30000000000001,18
1,152.76,571
1,248.8,629
1,363.7,295
6,2100.0,371
6,1819.02,20
4,874.59,3
10,3216.3,51
1,101.69999999999999,29
1,162.7,276
4,959.37,60
4,556.26,24
6,2482.62,185
3,1148.01,414
2,433.36,434
28,11916.33,0
2,308.14,445
48,24582.64,1
2,717.21,170
2,1272.44,80
1,244.41,2
4,2012.0,189
1,48.349999999999994,667
11,2298.33,21
5,8756.64,16
3,1095.56,18
1,635.9,641
3,1001.59,4
1,548.97,109
1,23.35,640
3,399.62,540
10,3732.01,1
1,226.70000000000002,413
1,424.03,734
2,257.32,52
1,292.21,590
4,376.70000000000005,518
2,689.82,163
5,5606.47,289
1,111.71,545
1,30.15,598
35,13182.19,9
18,9435.13,107
7,2237.12,94
2,475.02000000000004,241
33,16644.01,162
8,2841.72,41
6,1915.68,34
17,8012.58,65
2,281.85,23
38,13873.51,-1
1,185.20000000000002,396
8,3048.38,25
2,511.12,4
1,223.85999999999999,475
6,4422.76,52
1,87.8,568
4,773.05,363
5,614.66,14
2,865.6,193
2,1020.9000000000001,426
5,1455.23,2
20,7434.31,14
10,4248.74,25
3,1009.6,126
2,663.61,83
3,1301.78,70
2,540.87,419
1,380.0,665
1,156.6,625
1,295.05,424
1,105.84,181
1,313.62,112
2,531.4,372
5,3163.67,79
2,341.59,592
3,1462.78,247
1,225.15,231
4,1361.28,385
4,612.36,70
2,605.9,399
1,213.5,67
28,7807.91,3
8,1071.1399999999999,49
1,181.09,74
5,1810.18,60
4,579.63,14
1,90.04,3
1,145.04999999999998,284
1,172.8,384
13,2153.41,3
3,684.25,39
2,763.33,35
2,482.47,73
2,432.45,561
1,60.48,723
2,357.66,403
25,5706.87,16
2,1288.72,452
7,5493.46,14
1,75.66,218
6,1785.13,185
9,3245.43,31
1,618.59,69
3,1179.79,181
1,291.5,625
2,500.42,14
1,151.85,234
5,2647.59,30
4,1938.33,262
6,1758.93,2
4,813.48,50
1,225.4,542
4,1015.24,244
2,810.5699999999999,79
5,1654.03,273
17,4413.1,-1
1,322.8,78
7,2318.1,28
2,417.73,72
1,106.80000000000001,406
6,1892.52,480
2,406.4,484
6,2883.1,16
6,1814.61,221
1,473.0,405
5,3802.04,437
4,1154.47,31
15,2430.53,21
4,1747.98,30
1,179.4,396
2,554.5,104
3,1077.45,3
2,923.11,244
2,833.78,176
1,160.39,734
1,678.8,448
4,541.9,168
3,672.8,41
1,306.58000000000004,519
7,1916.11,70
1,136.2,585
16,17550.39,57
2,1212.66,15
8,1711.47,140
13,6548.37,16
30,16833.170000000002,21
4,933.62,8
6,814.07,367
1,39.12,188
7,1879.55,15
4,986.63,539
1,163.8,393
1,165.0,728
1,109.2,568
1,135.39999999999998,361
2,225.94,18
2,570.13,67
13,862.42,14
3,1374.8700000000001,22
20,8030.150000000001,15
3,1692.27,27
20,8134.9400000000005,1
1,188.83,678
2,319.61,53
2,608.86,440
6,2361.9,32
2,880.62,410
12,3109.99,1
3,793.06,365
3,821.45,42
7,1921.84,71
5,1028.0,3
1,320.25,532
54,147142.77,3
2,324.24,60
16,5070.92,46
1,157.63,389
4,1260.86,0
2,422.59999999999997,74
4,353.03,71
2,178.83,417
4,1914.6999999999998,255
5,1199.46,67
1,98.30000000000001,722
2,193.15,560
4,657.9000000000001,134
1,112.75,240
2,1998.0,225
7,994.6,379
25,9167.710000000001,7
26,9916.73,7
4,1110.83,414
2,695.66,617
42,43515.051,-1
3,531.35,36
4,551.11,399
1,656.63,44
14,9087.460000000001,83
22,6349.09,18
9,2868.48,2
12,4266.99,8
32,14560.69,17
4,1529.8,217
2,625.52,77
3,2149.6800000000003,265
14,6986.2300000000005,22
5,3647.53,368
15,3973.3,13
3,795.48,25
1,292.47,261
22,8989.08,16
4,1301.63,90
1,147.35,403
14,1882.11,301
7,2088.41,25
4,1437.42,363
5,1054.67,45
21,7239.92,37
3,743.11,51
1,174.05,647
4,4387.64,30
1,259.68,528
3,650.51,51
14,6270.56,77
5,2956.56,504
2,835.1999999999999,52
1,3.75,296
2,786.43,175
1,236.81,394
1,173.06,624
14,2852.6099999999997,45
14,4253.26,28
7,1304.76,10
17,7194.3,85
42,18066.4,3
2,836.06,36
14,3637.33,16
2,4387.08,590
5,623.93,43
1,1764.72,29
1,415.0,371
1,223.92000000000002,57
29,67502.47,371
7,2900.58,113
7,1312.3700000000001,213
2,270.48,317
1,369.34000000000003,64
3,789.79,6
1,228.0,429
1,316.62,95
3,1501.38,18
2,964.6999999999999,197
13,2799.25,2
2,454.75,293
2,1145.6,272
15,8073.8,29
9,1708.12,46
4,1141.75,259
9,1932.13,56
10,3967.6,32
3,3723.5499999999997,422
3,421.24,56
8,1594.45,66
16,3056.89,9
2,619.85,59
5,1307.76,79
2,245.94,73
53,33268.24,1
3,605.55,99
2,934.25,371
38,10438.41,9
1,391.95,435
5,896.53,18
1,533.78,408
1,51.839999999999996,392
4,1035.43,396
5,1950.3,122
1,80.8,7
6,1545.6200000000001,2
15,4038.69,28
5,623.46,281
1,243.84,56
15,2090.91,0
3,2492.39,364
1,305.62,88
5,1827.77,392
3,848.71,553
2,495.98,431
1,1201.49,10
4,1619.73,162
2,582.61,678
1,332.3,64
3,536.99,22
5,1097.24,172
4,801.49,102
6,2123.88,141
2,288.42,98
9,1727.43,22
2,842.0400000000001,191
2,547.07,3
4,2392.0,359
10,1692.98,7
36,12499.710000000001,13
2,410.97,452
4,417.06,102
13,2804.9,1
11,3349.57,9
2,182.59,464
1,497.61,94
1,113.35,380
1,181.39,685
7,2260.09,226
3,686.24,14
5,1826.89,37
1,341.7,50
5,392.13,392
2,128.5,92
2,513.32,155
4,1207.5,37
1,91.8,563
5,417.61,183
6,2409.04,0
2,898.96,226
6,1538.41,127
4,782.37,38
11,3170.98,30
4,1159.61,196
44,22310.49,7
2,139.85,602
12,4006.06,35
3,1264.19,99
35,19571.43,41
2,614.34,561
1,253.88,617
3,842.41,49
2,614.89,42
4,1411.62,51
1,124.57,185
1,332.41,332
3,342.45,3
2,144.91000000000003,9
2,1408.96,416
2,328.4,22
3,358.49,13
1,352.8,441
10,4668.28,367
7,1932.41,143
3,1610.62,451
5,946.59,58
4,662.33,546
3,998.52,30
2,409.25,433
1,130.95,400
3,207.73999999999998,139
1,76.74000000000001,688
3,393.39,393
4,825.42,21
1,450.15999999999997,468
6,2812.34,21
6,1213.13,76
12,14617.39,3
1,217.74,378
11,4234.53,66
1,136.01,402
6,853.72,11
1,13.3,83
8,1840.86,29
1,432.0,65
3,705.12,65
19,2396.59,186
4,1073.92,36
4,710.74,14
1,134.0,455
3,660.72,34
3,437.15,399
6,2530.9,193
3,285.41,475
11,2056.82,0
7,762.1,0
2,401.77,365
3,1324.06,501
5,1121.42,63
1,103.95,554
2,289.78,298
5,1016.37,25
8,1721.02,6
3,887.11,15
1,204.26,728
1,1706.88,115
3,1062.28,28
21,5132.37,3
17,5034.15,4
7,1448.8,80
9,1707.9,28
1,252.59,721
1,379.14,71
8,1510.06,3
2,255.25,634
13,4480.31,27
3,423.90999999999997,289
1,208.46,35
11,1543.18,8
4,1123.4,22
2,1857.83,275
16,3213.29,48
24,5125.91,155
1,355.45,410
3,446.67,60
1,611.08,571
32,13378.36,11
3,846.75,20
1,125.65,539
5,1421.35,370
3,543.05,114
29,4113.23,79
7,1295.39,2
3,380.55,25
23,5233.62,4
3,440.71,52
9,3181.25,0
6,2110.9900000000002,53
3,535.1,380
2,551.17,24
1,202.1,498
9,7043.18,7
3,449.0,487
8,6427.66,51
1,33.0,610
9,1920.59,11
5,1299.49,210
1,101.36,608
32,8548.16,20
5,1222.04,382
4,955.21,234
7,868.77,137
6,1286.27,2
10,3784.37,55
3,1277.75,133
5,798.78,108
1,20.8,29
20,6081.88,-1
6,1309.41,183
1,308.74,16
2,416.64,238
1,809.44,434
1,117.35000000000001,86
8,2043.43,37
3,794.56,115
1,251.04,408
1,110.55000000000001,186
2,207.85,732
1,201.19,225
7,2154.97,7
1,319.02,188
2,439.43,3
3,650.41,38
1,71.4,625
1,357.21,37
2,786.25,381
1,127.0,385
2,365.5,521
3,926.12,422
1,251.51999999999998,266
4,496.0,394
3,768.88,76
9,2859.74,2
3,1473.3300000000002,254
1,384.06,59
11,3710.22,11
9,10754.8,87
23,10923.16,16
11,4888.75,28
11,2535.9,2
2,382.67,4
6,1133.25,6
2,344.0,217
1,1041.21,420
13,5476.5,9
2,1950.9499999999998,462
9,2123.61,29
3,702.0,287
5,402.0,148
2,484.82,22
2,406.3,395
19,6640.8,-1
7,2571.55,84
4,830.16,401
4,2425.16,45
2,742.36,469
8,1636.32,3
7,1120.1,49
1,81.36,428
1,242.06,550
1,195.36,17
3,671.7,29
1,384.16,724
3,586.33,7
3,1842.56,27
1,552.4,575
28,14110.61,1
6,2287.7,39
11,4012.2,10
2,935.62,541
6,1182.22,441
2,260.0,30
3,800.18,416
3,95.85,44
5,1510.6399999999999,59
3,208.98,184
9,1327.1100000000001,77
3,1593.83,580
7,2137.3,109
1,146.87,62
6,2773.85,10
8,3004.6,546
4,1332.79,85
5,1283.92,15
4,613.59,244
1,176.9,382
1,1267.32,86
2,743.17,29
1,1954.99,603
2,463.25,136
6,1686.28,25
5,1044.3799999999999,1
8,2616.55,31
11,11962.3,24
5,827.6800000000001,112
5,1906.07,156
6,2289.23,84
7,2071.68,116
19,9947.48,1
11,4691.79,95
4,714.39,193
1,413.75,27
1,498.48,129
5,1356.33,27
1,239.55,444
1,128.60000000000002,737
1,294.74,595
3,1179.89,80
9,5602.53,28
1,234.24,265
11,5232.2300000000005,72
6,1208.22,312
13,3638.53,20
3,859.35,57
2,194.7,636
1,228.34,725
3,454.54,723
47,9161.08,11
14,5794.28,27
2,445.32,113
13,3801.2000000000003,27
1,282.05,624
4,1446.09,16
1,203.05,561
10,2241.73,16
6,1242.75,35
1,306.0,577
2,378.2,35
1,118.80000000000001,77
7,957.53,21
6,964.39,24
6,4732.03,32
9,4049.79,108
3,5202.97,34
28,7891.41,122
6,2050.08,6
1,221.53,736
4,1991.01,27
1,128.45,385
13,3149.48,3
18,7811.1,1
11,5594.96,49
1,235.88,591
2,402.20000000000005,321
7,2572.25,21
11,3759.18,14
9,1340.45,1
3,591.0699999999999,380
