category,text
politics,"Custody death rate 'shocks' MPs Deaths in custody have reached ""shocking"" levels, a committee of MPs and peers has warned. The joint committee on human rights found those committing suicide were mainly the most vulnerable, with mental health, drugs or alcohol problems. Members urged the government to set up a task force to tackle deaths in prisons, police cells, detention centres and special hospitals. There was one prison suicide every four days between 1999 and 2003, MPs said. The report, which followed a year-long inquiry by the committee, found the high death rate ""amounts to a serious failure to protect the right to life of a highly vulnerable group"". Many of those who ended up taking their own lives had ""presented themselves"" to the authorities with these problems before they even offended, the report said. It questioned whether prison was the most appropriate place for them to be kept and whether earlier intervention would have meant custody could have been avoided. Increased resources and a reduction in the use of imprisonment was needed to address the issue in the longer term, the report said. Committee chairman Labour MP Jean Corston said: ""Each and every death in custody is a death too many, regardless of the circumstances. ""Yet throughout our inquiry we have seen time and time again that extremely vulnerable people are entering custody with a history of mental illness, drug and alcohol problems and potential for taking their own lives."" ""These highly vulnerable people are being held within a structure glaringly ill-suited to meet even their basic needs. ""Crime levels are falling but we are holding more people in custody than ever before. The misplaced over-reliance on the prison system for some of the most vulnerable people in the country is at the heart of the problems that we encountered. ""Until we change our whole approach to imprisoning vulnerable people we cannot begin to meet our positive obligations under Article 2 of the European Convention on Human Rights and meet our duty of care to them."" The committee also highlighted ""deeply worrying"" cases of children and young people taking their own lives. Between 1990 and 2004, 25 children have taken their own lives in prison and two have died in secure training centres. It picked out the case of Joseph Scholes, who hanged himself from the bars of his cell in Stoke Heath Young Offender Institution in March 2002, and urged the home secretary to hold a public inquiry. It revealed that two weeks before his court appearance for a series of robberies, the 16-year-old was depressed, exhibiting suicidal tendencies and slashed his face with a knife about 30 times. Even though the trial judge had been alerted to his experience of sexual abuse and mental illness, he was sentenced to a two-year detention and training order. Nine days into his sentence, Joseph hung himself from the bars of his cell window with a sheet."
politics,"How political squabbles snowball It's become commonplace to argue that Blair and Brown are like squabbling school kids and that they (and their supporters) need to grow up and stop bickering. But this analysis in fact gets it wrong. It's not just children who fight - adults do too. And there are solid reasons why even a trivial argument between mature protagonists can be hard to stop once its got going. The key feature of an endless feud is that everyone can agree they'd be better off if it ended - but everyone wants to have the last word. Each participant genuinely wants the row to stop, but thinks it worth prolonging the argument just a tiny bit to ensure their view is heard. Their successive attempts to end the argument with their last word ensure the argument goes on and on and on. (In the case of Mr Blair and Mr Brown, successive books are published, ensuring the issues never die.) Now this isn't because the participants are stupid - it's actually each individual behaving entirely rationally, given the incentives facing them. Indeed, there's even a piece of economic theory that explains all this. Nothing as obscure as ""post-neo-classical endogenous growth theory"" which the chancellor himself once quoted - but a ubiquitous piece of game theory which all respectable policy wonks are familiar with. It's often referred to as the ""prisoner's dilemma"", based on a parable much told in economics degree courses... about a sheriff and two prisoners. The story goes that two prisoners are jointly charged with a heinous crime, and are locked up in separate cells. But the sheriff desperately needs a confession from at least one of them, to provide enough evidence to convict them of the crime. Without a confession, the prisoners will get a minimal sentence on some trumped up charge. Clearly the prisoners' best strategy is to keep their mouths shut, and take the short sentence, but the clever sheriff has an idea to induce them to talk. He tells each prisoner separately, that if they confess - and they are the only one to confess - they'll be let off their crime. And he tells them that if they don't confess - and they are the only one not to confess - they'll get life. Now, if you are prisoner confronted with this choice, your best bet is to confess. If your partner doesn't confess, you'll get off completely. And if your partner does confess, you'd better confess to ensure you don't get life. The result is of course, both prisoners confess, so the sheriff does not have to let either one off. Both prisoners' individual logic was to behave that way, even though both would have been better if they had somehow agreed to shut up. Don't worry if you don't entirely follow it - you can to look it up on Google, where there are 283,000 entries on it. The prisoners' dilemma and all its ramifications have truly captured economists in the last couple of decades. It is a parable used to describe any situation where there is an obvious sensible choice to be taken collectively, but where the only rational choice individually is to behave selfishly. A cold war arms race for example - a classic case where both Russia and America would be better off with just a few arms, rather than a lot of arms. But as long as each wants just a few more arms than the other, an arms race ensues with the results that the individually logical decision to buy more arms, results in arms levels that are too high. What economics tells us is that once you're in a prisoners' dilemma - unless you are repeating the experience many times over - it's hard to escape the perverse logic of it. It's no good just exhorting people to stop buying arms, or to stop arguing when all their incentives encourage them to carry on. Somehow, the incentives have to change. In the case of the Labour Party, if you believe the rift between Blair and Brown camps is as bad as the reports suggest, Solomon's wisdom needs to be deployed to solve the problem. Every parent knows there are ingenious solutions to arguments, solutions which affect the incentives of the participants. An example, is the famous rule that ""one divides, the other chooses"" as a way of allocating a piece of cake to be sliced up between greedy children. In the case of an apparently endless argument, if you want it to come to an end, you have to ensure the person who has the last word is one who loses rather than the one who wins the row. The cost of prolonging the row by even one more briefing, or one more book for that matter, has to exceed the benefit of having the last word, and getting your point in. If the rest of the party can enforce that, they'll have the protagonists retreating pretty quickly."
politics,"Plaid MP's cottage arson claim A Plaid Cymru MP believes UK security services were involved in some arson attacks blamed on Welsh extremists. It is 25 years since the start of 12 years of fire-bombings, attributed to a shadowy group known as Meibion Glyndwr. Plaid Cymru's Elfyn Llwyd has suggested the security services could have been involved, with the intention of discrediting the nationalist vote. Ex-Welsh Office Minister Lord Roberts of Conwy denied security services were involved. In March this year, North Wales Police reopened the case, saying materials kept during their investigations would be examined to find whether it would yield DNA evidence. Meibion Glyndwr - which means ""sons of Glyndwr"" - began burning property in December 1979 in protest at homes in rural Wales being sold as holiday cottages to people from England. The group was linked to most of the 220 or so fire-bombing incidents stretching from the Llyn Peninsula to Pembrokeshire. The campaign continued until the early 1990s. Police were accused in some quarters of targeting anyone who was a nationalist. Although one man, Sion Aubrey Roberts, was convicted in 1993 of sending letter bombs in the post, the arson cases remain unsolved. As a solicitor, Elfyn Llwyd represented Welsh singer Bryn F&#244;n when he was arrested on suspicion of being involved in the arson campaign. F&#244;n was released without charge . But now, as MP for Merionnydd Nant Conwy and Plaid Cymru's Parliamentary Leader, Mr Llwyd has argued that some of the terror attacks may have had the involvement of the security services and not Meibion Glyndwr. He believes that elements of the British security services may have carried out renegade actions in order to discredit Plaid Cymru and the nationalist vote ahead of elections. The claim is made in an interview for BBC Wales' Maniffesto programme to be shown on S4C on Sunday. Mr Llwyd said that the sophistication of many of the devices used in the attacks compared to the crude nature of many others, suggests a degree of professionalism which could only have come from individuals who knew exactly what they were doing. He said: ""What I'm saying is that the role that they took wasn't the appropriate one, i.e. like an agent provocateur and perhaps interfering and creating a situation where it looked like it was the nationalists that were responsible."" The programme also heard from Lord Roberts of Conwy, who was a Welsh Office minister at the time. He denied that the security services played any improper role. Mr Llwyd's theory has also been questioned by Plaid Cymru's former President, Dafydd Wigley. He accepted that the fires damaged Plaid Cymru's public image but believed that the security services had their hands full at the time with the IRA and animal rights activists. - Maniffesto can be seen on S4C on Sunday, 12 December, at 1200 GMT."
politics,"MPs quiz aides over royal income Senior officials at the two bodies generating private income for the Queen and Prince of Wales are to be questioned by MPs. Aides from the Duchy of Lancaster and Duchy of Cornwall will appear before the Commons Public Accounts Committee. It has been reported they could be questioned about Prince Charles' spending on Camilla Parker Bowles. But BBC correspondent Peter Hunt said they are not responsible for how money is spent and may be unable to answer. Duchy officials, who will appear before the committee on Monday, are only responsible for generating money. The Duchy of Lancaster provides the Queen's private income, while the Duchy of Cornwall provides Prince Charles' annual income. The Duchy of Cornwall is a 140,000-acre estate across 25 counties, and also includes residential properties, shops, offices, stocks and shares. It was set up in 1337 by King Edward III to provide income for successive heirs to the throne. It covers the cost of the prince's public and private life - neither Charles, nor William and Harry, receive taxpayers' money from the Civil List. However, the Prince of Wales did receive over Â£4m from government departments and grants-in-aid in 2003-4. The duchy last year generated almost Â£12m. The prince has voluntarily paid income tax - currently 40% - since 1993."
politics,"Amnesty chief laments war failure The lack of public outrage about the war on terror is a powerful indictment of the failure of human rights groups, Amnesty International's chief has said. In a lecture at the London School of Economics, Irene Khan said human rights had been flouted in the name of security since 11 September, 2001. She said the human rights movement had to use simpler language both to prevent scepticism and spread a moral message. And it had to fight poverty, not just focus on political rights for elites. Ms Khan highlighted detentions without trial, including those at the US camp at Guantanamo Bay in Cuba, and the abuse of prisoners as evidence of increasing human rights problems. ""What's a new challenge is the way in which this age-old debate on security and human rights has been translated into the language of war,"" she said. ""By using the language of war, human rights are being sidelined because we know human rights do not apply in times of war."" Ms Khan said such breaches were infectious and were now seen in almost very major country in the world. ""The human rights movement faces a crisis of faith in the value of human rights,"" she said. That was accompanied by a crisis of governance, where the United Nations system did not seem able to hold countries to account. The Amnesty secretary-general said a growing gap between the perceived influence of human rights group and what they could actually achieve was fuelling scepticism. ""Public passivity on the war against terror is the single most powerful indictment on the failures of human rights groups,"" she said. Ms Khan said the movement had failed to mobilise public outrage about what was happening to the human rights system. There needed to be a drive to use simpler language, talking about the basic morality of the issues rather than the complexity of legal processes. Such efforts could make the issues more relevant to people across the world, she said. The human rights groups also had to recognise there were new groups which had to be tackled in new ways as power dripped away from state governments. Al-Qaeda, for example, was not going to be impressed by a traditional Amnesty letter writing campaign. More also needed to be done to develop a human rights framework for international business corporations. Amnesty International members voted in 2001 to extend the organisation's work from political and civil rights to cover social and economic rights too. Ms Khan said the human rights movement would make itself irrelevant if it turned away from the suffering caused by economic strife. ""We would be an elitist bunch working for the elites, for those who cannot read the newspaper of their choice rather than those who cannot read,"" she said. Despite her concerns, Ms Khan dubbed herself a ""hope-monger"", saying she was confident the passions of the human rights movement could overcome the new challenges."
politics,"Could rivalry overshadow election? Tony Blair and Gordon Brown are desperately trying to stuff the genie of their rivalry back into the bottle. Along with any number of senior cabinet colleagues, they are insisting their only job is to win the next election and govern in the best interests of Britain. It is a message they are aiming directly at their backbenchers who are becoming irritated and even unnerved by the continuing claims and counter claims surrounding this alleged rift. Ian Gibson, for example, urged the two men to stop squabbling, declaring: ""For goodness sake, sometimes you have to rise above petulance and make sure that you do your job as effectively as you can."" Those with slim majorities are particularly fearful that the rift could hit their own hopes of re-election. Tony Blair will seek to reassure Labour MPs on Monday evening at their first meeting of the new year at Westminster - a behind-closed doors meeting which Gordon Brown is thought likely to also attend to show unity. Meanwhile the likes of Health Secretary John Reid and Labour peer Lord Haskins are warning of the electoral dangers of allowing this soap opera to continue. And they have both warned the rival camps to stop spreading the poison. Lord Haskins even suggested Mr Blair should reinstate Mr Brown as the central figure in the election planning. But this particular genie is unusually reluctant to return to captivity and many fear it is simply too late to repair the damage. They believe they will be fighting the next election with the sounds of open warfare between the two men ringing in their ears. And it matters little whether the rift is real or, as some try to suggest, simply the product of newspaper headlines and Westminster gossip. Few in Westminster actually believe that, simply because the evidence appears to contradict it. For example, the weekend's attempts by both men to play down the divisions failed to do the trick. Even as they were both insisting on their unity of purpose and claiming they would not be swayed by newspaper stories, they still managed to stir the speculation with their comments. Mr Blair talked about the ""New"" Labour manifesto - a move which seemed calculated to irritate the chancellor, who has long rejected the label. And Mr Brown pointedly refused to deny claims the prime minister had reneged on a deal to hand him the premiership last year. That claim was repeated in Robert Peston's book, a book which amply demonstrates this corrosive Downing Street soap opera is nowhere near its final act. For his part, Mr Brown insists his only motivation was to get Labour re-elected. The trouble is, both men have fallen short of offering simple, straightforward denials of the central claims. So they have both been accused of actually making matters worse by feeding the speculation with their own behaviour. The first thing to be said is that these suggestions have not come from nowhere. They started with and are sustained by ""friends"" of the two men. One only had to listen to the chancellor's friend and former spin chief Charlie Whelan last week to understand that there is a real anger from this camp at the prime minister's apparent attempts to confound Mr Brown's leadership ambitions. But it is not just public pronouncements from ex-aides. There are whispered briefings to selected journalists from both sides. It is no secret in Westminster, for example, that Downing Street believes the chancellor is indulging in a mammoth sulk and acting in a petty and deliberately provocative manner. Then there are the actions of the men themselves. Gordon Brown sets out what is seen as a rival manifesto then appears to embark on his own personal campaign. The prime minister responds by scheduling his monthly press conference to clash with a keynote speech by the chancellor. Meanwhile large numbers of backbench MPs insist voters are either entirely uninterested in the chatter, which they believe is a media-only obsession, or that they fear for the efficient running of a government beset by such rivalry. Either way, there is universal agreement that if this goes on through the general election it can only do the Labour party serious damage. There are signs that the two men appreciate the dangers and both want to put a lid on all the speculation. But with probably only four months to the next election, that looks like being a particularly difficult trick to pull off."
politics,"UK heading wrong way, says Howard Tony Blair has had the chance to tackle the problems facing Britain and has failed, Michael Howard has said. ""Britain is heading in the wrong direction"", the Conservative leader said in his New Year message. Mr Blair's government was a ""bossy, interfering government that takes decisions that should be made by individuals,"" he added. But Labour's campaign spokesman Fraser Kemp responded: ""Britain is working, don't let the Tories wreck it again"". Mr Howard also paid tribute to the nation's character for its generous response to the Asian quake disaster. The catastrophe was overshadowing the hopes for the future at this usually positive time of the year, Mr Howard said. ""We watched the scenes of destruction with a sense of disbelief. The scale, the speed, the ferocity of what happened on Boxing Day is difficult to grasp. ""Yet Britain's response has shone a light on our nation's character. The last week has shown that the warm, caring heart of Britain beats as strong as ever."" He went on to reflect on the values that ""most Britons hold dear"". Looking ahead to the coming general election, he pledged to ""turn these beliefs into reality"" and set out the choices he says are facing Britain. ""How much tax do people want to pay? Who will give taxpayers value for money, the clean hospitals and good, disciplined schools they want? ""Who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system?"" Mr Blair has failed to tackle these problems, he claimed, saying he has the ""wrong solution"" to them. ""The result is big government and higher taxes eroding incentives, undermining enterprise and denying people choice. ""Worst of all, it is a government that has wasted people's money and failed to tackle the problems families face today."" The Tories, he said, can cut crime and improve public services without asking people to pay more taxes. ""We can have progress without losing what makes Britain great - its tolerance, the respect for the rule of law, the ability of everyone to fulfil their potential. ""We simply need to change direction. The election will give Britain the chance to change."" This is the record Mr Blair will have to defend in the coming months, he said, urging voters to hold him to account. But Labour spokesman Mr Kemp said: ""It would be more appropriate for this message to come out on 1 April, not 1 January."" ""Let us never forget that when Michael Howard was in government Britain suffered mass unemployment, 15% interest rates, record home repossessions, and the introduction of the poll tax. ""With Labour Britain is working. Rather than alluding to false promises Michael Howard should be starting 2005 with an apology to the British people for the misery that the government, of which he was a member, inflicted upon the country."
politics,"Top Tories on Lib Dem 'hit list' The Liberal Democrats are aiming to unseat a string of top Tories - including leader Michael Howard - at the next general election. Mr Howard's seat is at the top of the Liberal Democrats' list. Others targeted include Oliver Letwin, David Davis and Theresa May, Lib Dem's elections chief Lord Rennard said. He said it was ""nothing personal"" but that ""very many of the prominent Conservatives"" had slender leads in seats where the Lib Dems were second. In 2001, Michael Howard won the Folkestone & Hythe seat with 20,645 votes, compared to 14,738 for the Liberal Democrat candidate Peter Carroll, giving the Tory leader a majority of 5,907. Asked if this amounted to the party's much vaunted ""decapitation strategy"" Lord Rennard said it was not a term he had ever used. But he urged Labour supporters to vote tactically to remove prominent Conservatives. ""I just don't think Labour voters in these sort of seats could resist the temptation to use their votes effectively to remove a Conservative."" He denied this strategy was opportunism, insisting the Lib Dem's policies on issues such as tuition fees, the council tax and free care for the elderly appealed ""to all sides of the political spectrum"". ""We are in favour of tactical voting as long as the tactic is to vote Liberal Democrat,"" he added. A Conservative spokesperson said: ""The Liberal Democrats can talk all they like about strategy. The problem the Liberal Democrats face is that a large number of Lib Dem voters do not agree with their policies. ""We will be pointing out how they are soft on crime, how they support higher taxes, their opposition to controlled immigration and support for giving Europe more control over our lives""."
politics,"Campbell returns to election team Ex-Downing Street media chief Alastair Campbell will return to the fold to strengthen Labour's general election campaign, the party has confirmed. Mr Campbell has consistently made public his keenness to play a part in the poll, expected in May. Both Culture Secretary Tessa Jowell and Deputy Prime Minister John Prescott have welcomed his return. ""He is a strong Labour Party member,"" Mr Prescott told BBC One's Breakfast With Frost programme. Mr Campbell quit Number 10 in August 2003 after being Tony Blair's right-hand man at the 1997 and 2001 elections. Labour have refused to discuss his exact new position and have not said how it would affect his Downing Street replacement David Hill. ""Of course Alastair's going to be part of the election campaign and I think that all of us who will also be part of the election campaign are very pleased about that,"" Ms Jowell told Sky News. But she said his return would not put anybody else's ""nose out of joint"". ""This is the daft thing about the way in which politics is written about,"" Ms Jowell added. ""There's room for everybody. We serve the country better if we make room for all the talent."" A Labour source told the Sunday Times Mr Campbell would ""effectively front"" the election media campaign but said he would be given no formal title. Labour strategists told the paper he would be ""set loose"" on Conservative leader Michael Howard in attacking his party's economic record when it was in power. ""They used pictures from the 1970s in the 1992 campaign to remind people of the winter of discontent - and now it's our turn,"" the source told the paper. ""Making Michael Howard leader gives us an unmissable opportunity to remind people what it was like to pay mortgage rates of 15% even if it was more than a decade ago."" Mr Campbell was at the centre of the government's row with BBC over Andrew Gilligan's story about the Iraq weapons dossier. The Hutton inquiry cleared him of ""sexing up"" the dossier in the run-up to the Iraq war. Since leaving Downing Street, he has toured the country with his one man show, An Audience With Alastair Campbell and presented a number of interview programmes for Channel 4."
politics,"Campbell: E-mail row 'silly fuss' Ex-No 10 media chief Alastair Campbell is at the centre of a new political row over an e-mail containing a four-letter outburst aimed at BBC journalists. Mr Campbell sent the missive by mistake to BBC2's Newsnight after it sought to question his role in Labour's controversial poster campaign. He later contacted the show saying the original e-mail had been sent in error and that it was all a ""silly fuss"". Mr Campbell has recently re-joined Labour's election campaign. The e-mail was revealed the day after Peter Mandelson, former Labour minister and now a European Commissioner, warned the BBC to steer away from ""demonising"" Mr Campbell. Mr Campbell messaged Newsnight after the programme investigated claims that Labour's advertising agency TBWA was blaming him for controversy over its campaign posters. The images, including one of flying pigs and another of what critics claim depicted Tory leader Michael Howard as Fagin, prompted accusations of anti-Semitism, claims denied by Labour. Mr Campbell's e-mail, which was apparently intended for a party official, suggested they should get Trevor Beattie, TBWA's boss, to issue a statement. In it, he said: ""Just spoke to trev. think tbwa shd give statement to newsnight saying party and agency work together well and nobody here has spoken to standard. Posters done by by tbwa according to political brief. Now fuck off and cover something important you twats!"" The e-mail was sent by mistake to Newsnight journalist Andrew McFadyen. Realising his error, Mr Campbell then e-mailed Mr McFadyen pointing out the mistake, but suggesting presenter Jeremy Paxman would have seen the funny side. He said: ""Not very good at this e-mail Blackberry malarkey. Just looked at log of sent messages, have realised e-mail meant for colleagues at TBWA has gone to you. For the record, first three sentences of email spot on. No row between me and trevor. ""Posters done by them according to our brief. I dreamt up flying pigs. Pigs not great but okay in the circs of Tories promising tax cuts and spending rises with the same money. TBWA made production. ""Campbell swears shock. Final sentence of earlier e-mail probably a bit colourful and personal considering we have never actually met but I'm sure you share the same sense of humour as your star presenter Mr P. ""Never known such a silly fuss since the last silly fuss but there we go. Must look forward not back."" Later the prime minister's spokesman was asked by journalists about his view on Mr Campbell's use of abusive language. The spokesman said: ""The person you are referring to is capable of speaking for himself and he no longer works in government."" Foreign Secretary Jack Straw said he had always had ""very good and polite relations"" with Mr Campbell, who he described as ""very talented"". But on the former spin doctor's use of language, Mr Straw said: ""I do know the odd journalist who has occasionally used the odd word that would probably be inappropriate in some circumstances. Maybe I mix with the wrong kind of journalists."" Liam Fox, Tory co-chairman, said the return of Mr Campbell was a sign of new ""sinister and underhand tactics"" by Labour."
politics,"Jamieson issues warning to bigots Scotland's justice minister has warned bigoted soccer fans that she wants to hit them ""where it hurts most"" by banning them from matches. Cathy Jamieson said exclusion orders are one of a series of measures being considered in the Scottish Executive campaign against sectarianism. She praised Celtic and Rangers for their work in tackling the problem. However, the minister said stopping sectarian abuse associated with Old Firm matches is a key objective. Ms Jamieson was speaking ahead of the third round Scottish Cup clash between the Glasgow clubs at Parkhead on Sunday. The sectarianism long associated with sections of the support from both clubs has become a significant target for the executive. Last week Ms Jamieson and First Minister Jack McConnell met supporters' representatives from both clubs to discuss the issue. They plan to hold an anti-sectarian summit next month with officials from the clubs, church leaders, senior police officers and local authority chiefs among those to be invited. Speaking on BBC Radio Scotland's Sunday Live programme, Ms Jamieson described Friday's meeting as ""very productive"" and said putting the squeeze on the bigots would be a key aim. Ms Jamieson stressed that sectarianism has not been confined to football but it can act as a ""trigger"" for tensions and violence. Clubs have taken action in the past to ban troublesome fans and supporters' groups expressed their desire to ensure that the game is no longer tainted by the problem. Ms Jamieson said the executive should have a role in tackling the soccer troublemakers. She said: ""We can't get away from the fact that in some instances some of the religious hatred that some people try to associate with football boils over into violence. ""That is the kind of thing we want to stop and that's the kind of thing supporters' groups are very clear they don't want to be part of either, and they will work with us to try and deal with that."" Ms Jamieson praised the police for their action and said: ""The police do want to identify whether there are particular individuals who are going over the top and inciting hatred or violence - they will crack down very effectively on them. ""We have of course already indicated that we will consider the introduction of banning orders to give additional powers to where there are people who are going over the top, who have made inappropriate behaviour at football matches, to be able to stop them attending the games. ""That's the kind of thing that will hit those kind of people where it hurts the most in not allowing them to attend the games,"" she said. Praising Celtic and Rangers for their efforts, she said: ""I don't think there is any doubt that we have seen some positive moves from the clubs. ""Both Rangers and Celtic football clubs have been involved in working with the executive to produce, for example, an educational pack for young people."""
politics,"Blunkett hints at election call Ex-Home Secretary David Blunkett has given fresh clues that the general election will be announced on Monday. He told BBC Radio Five Live: ""I'm out in my constituency getting ready for what we presume will be an announcement very shortly at the weekend."" He clarified that he meant he would be in his Sheffield seat this weekend, not that he expected an election call then. Tony Blair is tipped to ask the Queen on Monday to dissolve Parliament ready for a 5 May poll."
politics,"Turkey deal 'to help world peace' A deal bringing Turkey a step closer to EU membership is of ""fundamental importance"" to the peace and security of the world, Tony Blair has said. The deal, struck at the European Council last week, also proved claims of a clash between Muslims and Christians were ""wrong"", Mr Blair said. It represented the achievement of an ""historic British objective"", he added. Tory leader Michael Howard said the deal laid to rest any suggestion the EU was ""anti-Islamic"". Turkey's involvement with the EU would provide an ""invaluable bridge"" between Europe and the rest of the world, Mr Howard added. But the Tory leader argued that the EU constitution was not designed to take in a country as large as Turkey. Mr Blair has been a leading advocate of Turkish membership despite controversy surrounding the idea. He insisted that the Turkish leadership had made great advances in improving its human rights records. The deal to open formal talks with Ankara came despite an EU demand for Turkey to recognise Cyprus. It was agreed the issue can be tackled at a later date but Turkish premier Recep Erdogan had to accept negotiations did not guarantee his country full EU membership. The internationally recognised southern part of Cyprus is an EU member, but Turkey, which occupies northern Cyprus, had previously insisted it would not bow to demands to recognise the country, calling the issue a ""red line"". It could take up to 15 years before Turkey is able to join, and entry cannot be guaranteed. If it joins, Turkey may have to accept restrictions to limit migration by its citizens. The EU has also announced that it will start accession talks with Croatia in April 2005. However, talks will begin only if the country co-operates fully with the UN war crimes tribunal for the former Yugoslavia."
politics,"Hague's six-figure earnings shown The rewards of leaving front-bench politics are shown in the latest annual register of members' interests. The register shows former Tory leader William Hague earning up to Â£820,000 on top of his MPs' salary, much of it from speaking fees. His former shadow chancellor Michael Portillo makes up to Â£560,000 a year - partly because of speeches and TV work. Ex-health secretary Alan Milburn earned up to Â£85,000 from speeches, articles and advice while not in the Cabinet. Mr Milburn was away from the frontbench for just more than a year between stepping down as health secretary and becoming Labour's election supremo. His declared interests include Â£20,000 from newspaper articles and fees of up to Â£35,000 for four speeches. He also commanded a salary of between Â£25,000 and Â£35,000 for being on investment company Bridgepoint Capital's European advisory committee. His time out of office will, however, have lost him his Â£71,433 minister's salary. Mr Hague's work outside Parliament included two one-man shows, which with other speaking fees netted him up to Â£480,000. He also earned up to Â£195,000 for a weekly column in the News of the World, and between Â£5,000 and Â£10,000 for presenting BBC'2's Have I Got News for You. Mr Hague was also paid an undisclosed amount for the newspaper serialisation of his biography of William Pitt the Younger and up to Â£135,00 for work as an adviser to various companies. Former Defence Secretary Michael Portillo makes some of his money as a non-executive director of BAE Systems. He is to stand down as an MP at the next election. And former Foreign Secretary Robin Cook was paid between Â£45,001 and Â£50,000 for the paperback edition of his book about his resignation from government. His declared income of up to Â£205,000 also includes payments for being a consultant to the Tote and for his regular column in the Guardian newspaper. The register also shows former Home Office Minister Ann Widdecombe declaring a Â£100,000 advance for her third and fourth novels. She also received up to Â£30,000 for acting as the Guardian's agony aunt and between Â£5,001 and Â£10,000 for appearing on ITV's Celebrity Fit Club. David Blunkett has become a paid adviser to Indepen Consulting Limited now he is not home secretary - he helps them with seminars about the relationship between government and business. He earns between Â£5,001and Â£10,000 for the work. Tony Blair's entry confirms that King Abdullah of Jordan paid for him to fly from a holiday in Egypt to official discussions - and for a sightseeing tour to Wadi Rum. Tory leader Michael Howard's only fresh entry is a Christmas hamper from the Sultan of Brunei. He also declares a trip to Mexico last year to address executives of News International, and helicopter and private jet travel paid for by supporters. Liberal Democrat leader Charles Kennedy registered donations to his office from supporters, a free ticket to last year's Bafta awards and rent from a single-bedroom flat in London. The register only contains new information for December 2004 - but Monday saw the publication of the annual review of the register, with the year's details. The payments are shown in bands of up Â£5,000, making it difficult to calculate the exact earnings."
politics,"Hague 'given up' his PM ambition Former Conservative leader William Hague says he will not stand for the leadership again, having given up his ambition to be prime minister. Mr Hague, 43, told the Daily Telegraph he would now find a life dominated by politics too ""boring"" and unfulfilling. Mr Hague, who stepped down after his party's 2001 election defeat, does not rule out a return to the front bench. He also told the paper he hopes to remain MP for Richmond, North Yorks, and start a family with wife Ffion. Mr Hague, who recently had published the biography of William Pitt the Younger, also said he wanted to continue writing books and speech-writing. He told the newspaper: ""I don't know whether I will ever go back on to the front, but don't rush me."" Asked if he would stand for the leadership again, Mr Hague replied: ""No. Definitely not."" His determination to stay away from a central role will disappoint some senior Conservative members, who say the party needs him. Tim Collins, the shadow education secretary, said last week it would be a ""huge boost"" to the party if Mr Hague returned to the front bench. Mr Hague became an MP at 27 and Leader of the Opposition at 36. He said: ""I feel fortunate that, by the age of 40, I had crammed in an entire political career. ""I had been in the Cabinet and been leader of the party, so now I can branch out into other things...it is a very liberating feeling."" Mr Hague added that he may have misjudged his own ambition to be prime minister. ""Maybe I wasn't as driven by politics as I thought I was,"" he said."
politics,"Citizenship event for 18s touted Citizenship ceremonies could be introduced for people celebrating their 18th birthday, Charles Clarke has said. The idea will be tried as part of an overhaul of the way government approaches ""inclusive citizenship"" particularly for ethnic minorities. A pilot scheme based on ceremonies in Australia will start in October. Mr Clarke said it would be a way of recognising young people reaching their voting age when they also gain greater independence from parents. Britain's young black and Asian people are to be encouraged to learn about the nation's heritage as part of the government's new race strategy which will also target specific issues within different ethnic minority groups. Officials say the home secretary wants young people to feel they belong and to understand their ""other cultural identities"" alongside being British. The launch follows a row about the role of faith schools in Britain. On Monday school inspection chief David Bell, accused some Islamic schools of failing to teach pupils about their obligations to British society. The Muslim Council of Britain said Ofsted boss Mr Bell's comments were ""highly irresponsible"". The Home Office started work on its Community Cohesion and Race Equality Strategy last year and the outcome, launched on Wednesday, is called 'Improving Opportunity, Strengthening Society'. It is aimed at tackling racism, exclusion, segregation and the rise in political and religious extremism. ""It represents a move away from the one-size-fits-all approach to focus on specifics within cultural groups,"" said a Home Office spokesman. ""It is not right to say that if you are from a black or ethnic minority group you must be disadvantaged."" The spokesman highlighted specific issues that affect particular communities - for example people of south Asian origin tend to suffer from a high incidence of heart disease. ""It is about drilling down and focusing on these sorts of problems,"" the spokesman added. Launching the initiative Mr Clarke said enormous progress had been made on race issues in recent years. He added: ""But while many members of black and minority ethnic communities are thriving, some may still find it harder to succeed in employment or gain access to healthcare, education or housing. ""This strategy sets out the government's commitment to doing more to identify and respond to the specific needs of minorities in our society."" Some 8% of the UK population described themselves as coming from a non-white ethnic minority in the 2001 Census. The Downing Street Strategy Unit in 2003 said people from Indian and Chinese backgrounds were doing well on average, often outperforming white people in education and earnings. But those of Pakistani, Bangladeshi and black Caribbean origin were significantly more likely to be unemployed and earn less than whites, it said. The Home Office wants more initiatives which try to promote a sense of belonging by encouraging young people to take part in voluntary work. The programmes are designed to support the citizenship lessons already taking place in schools."
