age,capital-gain,capital-loss,hours-per-week,class
36,0,1408,40, <=50K
32,0,0,40, <=50K
33,0,1740,40, <=50K
20,0,0,30, <=50K
28,0,0,48, <=50K
31,0,0,40, <=50K
24,0,0,45, <=50K
44,0,0,50, <=50K
22,0,0,20, <=50K
41,0,0,40, <=50K
51,0,0,45, >50K
36,0,0,65, <=50K
50,0,1980,40, <=50K
37,0,0,50, <=50K
37,0,0,50, >50K
24,0,0,40, <=50K
61,3103,0,40, >50K
17,0,0,20, <=50K
21,0,0,50, <=50K
24,0,0,15, <=50K
33,0,0,45, <=50K
35,0,0,60, <=50K
48,99999,0,50, >50K
39,0,1628,48, <=50K
36,0,0,40, <=50K
37,0,0,40, >50K
25,0,0,20, <=50K
46,0,0,40, <=50K
36,0,0,48, <=50K
53,0,0,30, <=50K
19,2176,0,45, <=50K
43,0,0,50, >50K
64,0,0,4, <=50K
42,0,0,40, <=50K
24,0,0,45, <=50K
48,0,0,40, >50K
45,0,0,40, <=50K
45,0,0,38, <=50K
43,0,0,40, >50K
24,0,0,20, <=50K
37,0,0,40, <=50K
44,0,0,40, <=50K
49,0,0,70, <=50K
47,0,0,55, >50K
64,0,0,40, >50K
39,3908,0,72, <=50K
49,0,0,35, <=50K
32,0,0,38, >50K
54,0,0,40, >50K
52,0,0,46, <=50K
37,4386,0,50, >50K
55,0,0,10, <=50K
24,0,1902,40, >50K
47,0,0,40, <=50K
27,0,0,38, <=50K
41,0,0,45, <=50K
47,0,0,40, <=50K
52,0,0,12, <=50K
46,0,0,15, <=50K
49,0,0,17, <=50K
49,15024,0,50, >50K
66,5556,0,26, >50K
26,0,0,70, <=50K
25,0,0,40, <=50K
39,0,0,40, <=50K
43,0,0,40, >50K
42,7688,0,45, >50K
37,8614,0,55, >50K
54,0,0,38, <=50K
25,0,0,30, <=50K
18,0,0,20, <=50K
75,0,0,24, <=50K
48,0,0,16, <=50K
53,0,0,30, <=50K
37,0,0,46, <=50K
39,0,0,40, <=50K
23,0,0,40, <=50K
36,0,0,40, <=50K
33,0,0,60, <=50K
59,0,0,40, >50K
27,0,0,35, <=50K
23,0,0,12, <=50K
41,0,0,48, >50K
26,0,0,35, <=50K
50,0,0,20, >50K
22,0,0,40, <=50K
47,0,0,40, <=50K
22,0,0,70, <=50K
26,0,0,40, <=50K
45,0,0,40, <=50K
53,0,0,40, <=50K
40,0,0,45, <=50K
20,0,0,40, <=50K
17,0,0,20, <=50K
35,0,0,40, >50K
24,0,0,40, <=50K
23,0,0,55, <=50K
31,0,0,37, <=50K
20,0,1719,33, <=50K
18,0,1602,48, <=50K
33,0,0,50, <=50K
47,0,0,32, <=50K
34,0,0,50, <=50K
18,594,0,30, <=50K
57,0,0,40, <=50K
46,0,0,20, <=50K
60,0,0,25, <=50K
19,0,0,40, <=50K
43,0,0,55, >50K
59,0,0,40, <=50K
45,0,0,40, <=50K
51,0,0,40, >50K
23,0,0,53, <=50K
40,0,0,25, <=50K
43,0,0,38, <=50K
29,0,1848,60, >50K
65,0,0,16, <=50K
45,0,0,56, >50K
32,0,0,7, <=50K
17,0,0,12, <=50K
32,10520,0,40, >50K
20,0,0,12, <=50K
38,0,1740,40, <=50K
32,0,0,38, <=50K
26,0,0,20, <=50K
39,0,0,40, <=50K
24,0,0,40, <=50K
28,0,0,48, <=50K
48,0,0,48, >50K
69,0,0,35, <=50K
49,0,0,40, >50K
21,0,0,4, <=50K
20,0,0,60, <=50K
24,0,0,40, <=50K
31,0,0,40, <=50K
23,0,0,40, <=50K
41,0,0,40, <=50K
38,0,0,48, <=50K
32,0,0,50, <=50K
21,0,0,20, <=50K
58,0,0,55, <=50K
34,0,0,35, <=50K
20,0,0,40, <=50K
53,0,0,50, <=50K
64,0,0,50, >50K
36,0,0,40, <=50K
24,0,0,25, <=50K
60,0,0,20, <=50K
56,0,0,70, <=50K
32,14084,0,55, >50K
47,0,0,60, <=50K
52,0,0,40, <=50K
40,0,0,40, <=50K
40,0,0,50, <=50K
41,0,0,40, <=50K
70,0,0,40, <=50K
52,0,0,40, >50K
48,7688,0,40, >50K
53,4650,0,40, <=50K
47,0,0,40, <=50K
19,0,0,20, <=50K
58,0,0,50, >50K
48,0,0,44, <=50K
30,0,0,40, <=50K
45,0,0,45, >50K
55,0,0,40, <=50K
48,0,0,40, >50K
37,0,0,60, >50K
37,4650,0,40, <=50K
26,0,0,40, <=50K
38,0,0,40, <=50K
41,0,0,80, <=50K
66,0,0,6, <=50K
52,0,0,52, >50K
31,0,0,40, <=50K
51,0,0,30, <=50K
42,0,0,40, <=50K
48,0,0,40, <=50K
36,0,0,40, <=50K
37,0,0,60, <=50K
44,0,0,40, <=50K
19,0,0,20, <=50K
32,0,0,55, >50K
53,0,0,50, <=50K
48,0,0,30, <=50K
36,0,0,35, <=50K
69,0,0,40, <=50K
32,0,0,40, <=50K
31,0,0,30, <=50K
24,0,0,40, <=50K
18,0,0,35, <=50K
51,7688,0,55, >50K
33,0,0,45, <=50K
37,0,0,40, <=50K
48,0,0,70, >50K
40,0,0,40, <=50K
22,0,0,40, <=50K
17,0,0,18, <=50K
20,0,0,40, <=50K
25,0,0,40, <=50K
28,0,0,40, <=50K
58,0,0,40, >50K
78,0,0,20, <=50K
51,0,0,50, <=50K
37,2635,0,40, <=50K
23,0,0,32, <=50K
17,0,0,25, <=50K
24,0,0,20, <=50K
29,0,0,35, <=50K
20,0,0,6, <=50K
33,0,0,35, <=50K
32,0,0,40, <=50K
18,0,0,40, <=50K
36,0,0,48, <=50K
60,0,0,40, <=50K
32,0,0,56, >50K
24,0,0,40, <=50K
32,0,0,50, <=50K
18,0,0,3, <=50K
22,0,0,40, <=50K
34,7298,0,40, >50K
53,0,0,40, >50K
36,0,0,35, <=50K
49,0,0,80, <=50K
23,4101,0,40, <=50K
24,0,0,45, <=50K
52,0,0,40, >50K
24,0,0,40, <=50K
35,0,0,40, <=50K
52,0,0,70, <=50K
23,0,0,30, <=50K
36,3908,0,8, <=50K
64,0,0,99, <=50K
26,0,0,20, <=50K
56,0,0,60, >50K
53,0,0,30, <=50K
56,0,0,40, <=50K
48,0,0,40, <=50K
32,0,0,38, <=50K
55,0,0,40, <=50K
66,0,0,40, <=50K
66,2290,0,40, <=50K
51,0,2002,45, <=50K
21,0,0,30, <=50K
46,0,0,35, >50K
32,0,0,55, <=50K
59,0,0,99, <=50K
27,0,0,32, <=50K
48,0,0,50, <=50K
28,0,0,40, <=50K
50,0,0,48, <=50K
66,3273,0,40, <=50K
51,6849,0,40, <=50K
23,0,0,50, <=50K
58,0,0,35, >50K
33,0,0,70, <=50K
32,0,0,53, <=50K
18,0,0,16, <=50K
40,0,0,40, <=50K
33,0,0,80, <=50K
45,0,0,40, <=50K
74,0,0,12, <=50K
39,0,0,39, <=50K
28,0,0,40, <=50K
39,0,0,60, >50K
64,0,0,40, <=50K
31,0,0,45, <=50K
24,0,0,40, <=50K
47,0,0,40, <=50K
42,0,0,40, <=50K
43,0,0,38, >50K
39,0,0,40, <=50K
72,0,0,16, <=50K
49,0,0,35, <=50K
47,0,1902,45, >50K
21,0,0,10, <=50K
53,0,0,40, >50K
37,0,0,40, <=50K
22,0,0,38, <=50K
39,0,0,40, <=50K
42,0,0,40, <=50K
50,0,0,60, >50K
47,0,0,25, <=50K
24,0,0,37, <=50K
46,0,0,43, <=50K
67,0,0,40, <=50K
62,0,0,40, <=50K
76,0,0,33, <=50K
32,0,0,40, <=50K
47,15024,0,50, >50K
51,0,0,40, <=50K
35,0,0,45, >50K
28,0,0,30, <=50K
50,0,0,60, <=50K
34,0,0,40, <=50K
18,0,0,20, <=50K
47,0,2179,50, <=50K
46,0,0,40, <=50K
23,0,0,40, <=50K
38,0,0,40, <=50K
31,0,0,50, <=50K
43,0,0,40, <=50K
35,0,0,40, <=50K
37,0,0,48, <=50K
27,0,0,48, <=50K
53,0,1573,40, <=50K
49,0,0,40, <=50K
36,0,0,40, >50K
24,0,0,50, <=50K
27,0,0,50, <=50K
33,0,0,30, <=50K
36,0,0,40, <=50K
22,0,0,15, <=50K
24,0,0,40, <=50K
29,0,0,40, <=50K
26,0,0,40, <=50K
51,0,0,46, >50K
23,0,0,40, <=50K
32,0,0,40, <=50K
20,0,0,40, <=50K
39,0,1669,50, <=50K
36,0,0,37, <=50K
27,0,0,55, <=50K
47,0,0,50, >50K
62,0,0,40, <=50K
58,0,0,25, <=50K
53,0,0,40, <=50K
42,0,0,20, <=50K
41,0,0,40, <=50K
38,0,0,50, <=50K
69,0,2267,40, <=50K
31,0,0,45, <=50K
37,0,0,40, >50K
62,0,0,91, <=50K
23,0,0,40, <=50K
38,0,2042,40, <=50K
28,0,0,40, <=50K
30,0,0,40, <=50K
19,0,0,25, <=50K
25,0,0,40, <=50K
43,0,0,42, <=50K
62,4064,0,35, <=50K
58,0,0,40, <=50K
37,0,0,40, >50K
51,0,2824,40, >50K
46,0,0,40, <=50K
37,0,1485,70, >50K
36,0,0,20, <=50K
29,0,0,40, >50K
40,0,0,60, >50K
33,0,0,40, <=50K
24,0,0,40, <=50K
44,0,0,80, <=50K
34,1471,0,40, <=50K
47,0,0,40, >50K
33,0,0,40, <=50K
34,0,0,40, >50K
46,0,0,60, <=50K
46,0,1594,24, <=50K
34,0,0,40, >50K
55,4508,0,8, <=50K
43,0,0,40, <=50K
33,0,0,53, <=50K
34,0,0,40, <=50K
32,0,0,65, <=50K
38,0,0,40, >50K
27,0,0,38, <=50K
27,0,0,40, <=50K
81,0,0,45, >50K
21,0,0,40, <=50K
33,0,0,50, <=50K
63,0,0,48, <=50K
41,0,0,45, <=50K
22,0,0,15, <=50K
23,0,0,40, <=50K
19,0,0,15, <=50K
57,0,0,40, <=50K
41,0,0,20, <=50K
20,0,0,15, <=50K
34,0,0,45, >50K
41,0,0,45, >50K
35,0,0,40, <=50K
31,0,1977,55, >50K
42,0,1902,40, >50K
39,0,0,55, <=50K
35,0,0,45, <=50K
62,0,0,30, <=50K
62,0,0,40, <=50K
39,0,0,40, <=50K
39,0,0,35, <=50K
72,0,0,30, <=50K
62,0,0,20, >50K
57,15024,0,40, >50K
35,0,1887,50, >50K
26,0,0,40, <=50K
59,0,0,40, >50K
31,0,0,40, <=50K
66,0,0,30, <=50K
39,0,0,55, >50K
40,0,0,50, >50K
40,0,0,30, <=50K
30,0,0,50, >50K
37,0,0,45, <=50K
31,0,0,40, <=50K
59,0,0,60, <=50K
19,0,0,30, <=50K
44,0,0,45, >50K
51,0,0,40, <=50K
35,0,0,40, <=50K
56,0,0,43, <=50K
39,2202,0,44, <=50K
59,13550,0,40, >50K
19,0,0,40, <=50K
34,0,0,40, <=50K
23,0,0,50, <=50K
28,0,0,40, <=50K
36,0,0,45, >50K
59,0,0,40, <=50K
19,0,0,30, <=50K
77,3818,0,30, <=50K
34,0,0,40, <=50K
51,0,0,40, <=50K
24,0,0,40, <=50K
47,0,0,50, <=50K
30,7298,0,16, >50K
31,0,0,45, >50K
36,0,0,40, <=50K
37,0,0,41, <=50K
29,2174,0,40, <=50K
24,0,0,10, <=50K
42,0,0,35, >50K
59,0,1485,45, >50K
30,0,0,40, >50K
43,0,0,40, <=50K
19,0,0,24, <=50K
37,0,0,60, <=50K
49,99999,0,65, >50K
27,0,0,48, <=50K
30,0,0,55, <=50K
19,0,0,26, <=50K
32,0,0,40, >50K
60,0,0,40, <=50K
24,0,0,50, <=50K
34,0,0,12, >50K
41,0,0,40, <=50K
56,0,0,55, >50K
34,0,1740,35, <=50K
81,0,0,4, <=50K
28,0,0,77, <=50K
20,0,0,25, <=50K
54,0,0,40, <=50K
30,0,0,40, <=50K
20,0,0,40, <=50K
45,5013,0,45, <=50K
58,0,0,40, <=50K
42,0,0,35, <=50K
36,0,0,35, <=50K
64,0,0,20, <=50K
39,0,0,50, >50K
62,0,0,40, <=50K
38,0,0,50, <=50K
46,0,1977,50, >50K
26,0,0,25, <=50K
46,0,0,40, >50K
38,5721,0,44, <=50K
38,0,0,40, <=50K
28,0,0,40, <=50K
22,0,0,35, <=50K
59,0,625,38, <=50K
52,0,0,40, >50K
30,0,0,40, <=50K
56,0,0,40, <=50K
61,0,0,40, <=50K
44,5013,0,45, <=50K
56,0,0,30, <=50K
30,0,0,30, <=50K
22,0,0,55, <=50K
31,0,0,60, <=50K
37,0,0,45, <=50K
39,8614,0,50, >50K
50,0,0,55, >50K
36,0,0,80, >50K
28,0,0,37, <=50K
38,0,0,40, >50K
18,0,0,12, <=50K
19,0,0,40, <=50K
34,0,0,55, <=50K
33,0,0,40, >50K
49,5013,0,45, <=50K
63,0,0,40, <=50K
49,99999,0,20, >50K
38,0,0,55, >50K
21,0,0,65, <=50K
46,0,0,48, >50K
44,0,0,40, >50K
17,0,0,40, <=50K
53,0,0,50, <=50K
42,0,0,48, <=50K
20,0,0,20, <=50K
49,0,0,52, >50K
18,0,0,18, <=50K
41,0,0,55, >50K
36,0,0,40, <=50K
22,0,0,40, <=50K
51,0,0,45, >50K
45,0,0,40, >50K
17,0,0,20, <=50K
90,0,0,7, <=50K
63,0,0,40, <=50K
25,0,0,20, <=50K
37,0,0,35, >50K
68,0,2457,40, <=50K
51,0,0,8, <=50K
54,5013,0,40, <=50K
46,0,0,32, <=50K
51,0,0,48, <=50K
18,0,0,40, <=50K
21,0,0,43, <=50K
27,0,0,40, <=50K
19,0,0,25, <=50K
26,0,0,40, <=50K
61,15024,0,38, >50K
62,0,0,40, <=50K
53,0,0,50, <=50K
41,0,0,60, >50K
26,0,0,40, >50K
53,0,0,60, <=50K
44,4386,0,40, >50K
36,0,0,35, <=50K
37,0,0,40, <=50K
39,0,0,40, >50K
42,2407,0,40, <=50K
54,0,0,40, <=50K
48,0,0,55, >50K
59,0,0,40, <=50K
33,0,0,45, >50K
23,0,0,35, <=50K
22,0,0,60, <=50K
30,0,0,24, >50K
36,0,0,45, <=50K
28,0,0,40, <=50K
18,0,0,25, <=50K
31,0,0,70, <=50K
46,0,0,40, >50K
68,0,0,6, <=50K
29,0,0,40, <=50K
18,0,0,16, <=50K
22,0,0,50, <=50K
58,0,0,20, <=50K
26,0,0,42, <=50K
27,0,0,45, <=50K
22,0,0,35, <=50K
42,0,0,40, <=50K
30,0,0,30, <=50K
38,0,0,40, <=50K
37,0,0,40, <=50K
36,0,0,40, <=50K
21,0,0,18, <=50K
27,4101,0,40, <=50K
32,0,0,40, <=50K
75,0,0,40, <=50K
34,0,0,40, <=50K
46,0,0,40, <=50K
45,7688,0,45, >50K
29,0,0,40, <=50K
51,0,0,55, >50K
32,3908,0,40, <=50K
26,0,0,40, <=50K
24,0,0,45, <=50K
32,0,0,40, <=50K
31,0,0,60, >50K
41,0,0,40, <=50K
37,0,0,40, <=50K
59,0,0,40, <=50K
46,0,0,40, >50K
19,0,0,60, <=50K
52,0,0,45, <=50K
34,0,0,30, <=50K
63,0,0,16, <=50K
28,0,2238,35, <=50K
44,0,0,40, >50K
42,0,0,40, <=50K
38,0,0,28, <=50K
31,0,0,72, >50K
57,0,0,40, >50K
41,0,0,45, <=50K
29,0,0,40, <=50K
72,0,0,55, <=50K
40,15024,0,55, >50K
22,0,2339,40, <=50K
49,0,0,40, <=50K
43,0,0,60, >50K
32,0,0,45, <=50K
22,0,0,15, >50K
32,5178,0,48, >50K
36,0,0,40, <=50K
23,0,0,80, <=50K
29,0,0,55, <=50K
27,0,0,25, <=50K
46,0,0,55, <=50K
63,0,1902,40, >50K
20,0,0,50, <=50K
36,0,0,40, <=50K
29,0,0,40, <=50K
30,0,0,52, >50K
64,0,0,45, >50K
50,4386,0,40, <=50K
57,0,0,40, <=50K
29,0,0,40, >50K
33,0,0,50, >50K
63,3103,0,32, >50K
57,15024,0,50, >50K
57,0,0,20, <=50K
43,0,0,43, <=50K
23,0,0,50, <=50K
61,0,0,30, <=50K
40,0,0,40, <=50K
36,0,0,56, >50K
25,0,0,38, <=50K
60,0,0,12, >50K
23,0,0,20, <=50K
28,0,0,43, <=50K
44,0,0,40, >50K
57,0,0,35, <=50K
48,0,0,40, <=50K
58,0,0,80, <=50K
51,0,1977,50, >50K
34,0,0,50, <=50K
50,0,0,55, >50K
23,0,0,30, <=50K
21,0,0,20, <=50K
30,0,0,40, <=50K
38,0,0,60, >50K
33,0,0,40, >50K
46,3674,0,30, <=50K
22,0,0,40, <=50K
51,0,0,50, <=50K
61,0,0,35, <=50K
50,7298,0,56, >50K
28,0,0,45, <=50K
37,0,0,50, >50K
17,0,0,26, <=50K
31,0,0,40, >50K
63,0,0,40, <=50K
43,0,0,40, >50K
44,14084,0,56, >50K
20,0,0,30, <=50K
55,0,0,40, >50K
22,0,0,40, <=50K
36,0,0,40, <=50K
27,0,0,50, <=50K
17,0,1721,25, <=50K
36,0,0,55, >50K
47,0,0,40, >50K
61,0,0,40, <=50K
50,0,0,40, >50K
48,0,0,45, <=50K
27,0,0,25, <=50K
30,0,0,45, <=50K
30,0,0,40, <=50K
56,0,0,40, <=50K
47,0,0,40, <=50K
45,0,0,20, <=50K
41,0,0,60, <=50K
23,0,0,40, <=50K
28,0,0,40, <=50K
27,0,0,50, <=50K
29,0,0,45, <=50K
47,0,0,40, <=50K
24,0,0,40, <=50K
22,0,1902,37, <=50K
26,0,0,50, <=50K
37,0,0,38, <=50K
46,99999,0,40, >50K
31,0,0,50, <=50K
28,0,0,40, <=50K
53,0,0,30, <=50K
73,0,0,12, <=50K
25,0,0,34, <=50K
35,0,0,40, <=50K
40,0,0,40, >50K
39,0,0,42, >50K
36,0,0,40, <=50K
43,0,0,42, <=50K
21,0,0,40, <=50K
38,7688,0,33, >50K
22,0,0,60, <=50K
38,0,0,37, >50K
19,0,0,40, <=50K
56,0,0,42, >50K
64,0,0,15, <=50K
56,14084,0,60, >50K
25,0,0,40, <=50K
30,0,0,40, >50K
33,7298,0,60, >50K
63,0,0,45, >50K
34,0,0,50, <=50K
56,0,0,40, <=50K
23,0,0,60, <=50K
45,0,0,40, >50K
50,0,0,50, >50K
44,0,0,40, >50K
50,0,0,40, <=50K
36,0,0,40, <=50K
34,0,0,40, <=50K
25,0,0,40, <=50K
39,0,0,40, <=50K
56,0,0,40, <=50K
24,0,0,12, <=50K
41,0,1887,45, >50K
41,0,0,36, <=50K
31,0,0,60, >50K
65,0,1668,40, <=50K
35,0,0,40, <=50K
52,0,0,24, <=50K
46,0,1848,45, >50K
40,3325,0,40, <=50K
33,0,0,35, <=50K
41,0,0,45, <=50K
36,15024,0,45, >50K
35,114,0,40, <=50K
28,0,0,50, <=50K
36,0,0,40, <=50K
25,0,0,40, <=50K
22,0,0,40, <=50K
50,0,0,40, >50K
17,0,0,4, <=50K
50,0,0,40, <=50K
33,0,0,40, <=50K
27,0,0,45, <=50K
28,0,0,30, <=50K
24,0,0,50, <=50K
19,0,0,20, <=50K
90,6097,0,45, >50K
27,0,0,40, <=50K
42,0,0,40, <=50K
17,0,0,14, <=50K
55,0,0,50, <=50K
58,0,0,50, <=50K
48,0,0,40, <=50K
25,0,0,44, <=50K
34,0,0,40, <=50K
24,0,0,45, <=50K
22,0,0,12, <=50K
47,0,0,20, >50K
51,7298,0,40, >50K
34,0,0,40, <=50K
33,0,0,45, <=50K
22,0,0,40, <=50K
21,0,0,20, <=50K
36,8614,0,45, >50K
57,0,0,35, <=50K
51,0,0,42, >50K
42,0,0,40, <=50K
39,0,0,45, <=50K
31,0,1669,50, <=50K
20,0,0,10, <=50K
29,0,0,42, <=50K
24,0,0,25, <=50K
37,0,0,60, >50K
56,0,0,40, <=50K
29,0,0,6, <=50K
46,0,0,42, <=50K
35,0,0,35, <=50K
46,0,0,40, <=50K
65,7978,0,40, <=50K
21,0,0,30, <=50K
32,0,0,40, <=50K
56,0,0,40, <=50K
61,0,0,38, <=50K
35,0,0,60, >50K
49,0,0,40, <=50K
45,0,0,15, <=50K
39,0,0,50, >50K
39,1506,0,40, <=50K
21,0,0,35, <=50K
23,0,0,40, <=50K
30,0,0,40, <=50K
24,0,0,25, <=50K
37,1506,0,40, <=50K
32,0,0,40, <=50K
23,0,0,40, <=50K
31,0,0,40, <=50K
64,0,0,40, <=50K
59,0,0,45, >50K
29,0,0,40, <=50K
25,0,1602,40, <=50K
29,0,0,40, <=50K
42,7298,0,40, >50K
28,0,0,30, >50K
43,0,0,40, <=50K
45,0,0,40, <=50K
41,0,0,48, >50K
36,0,0,38, <=50K
36,0,0,45, <=50K
26,0,0,40, <=50K
39,0,0,30, <=50K
51,0,0,50, <=50K
50,0,0,32, <=50K
34,0,0,53, >50K
26,0,0,40, <=50K
32,0,1590,40, <=50K
23,0,0,40, <=50K
59,0,0,40, <=50K
59,0,0,40, <=50K
39,0,2415,99, >50K
54,0,0,20, <=50K
45,0,0,40, >50K
40,0,0,40, >50K
56,0,0,40, <=50K
20,0,0,40, <=50K
36,0,0,60, >50K
19,0,0,40, <=50K
34,0,0,40, >50K
36,0,0,60, <=50K
35,0,0,45, <=50K
21,0,0,35, <=50K
33,0,0,40, <=50K
47,0,0,36, <=50K
39,0,0,60, >50K
27,0,0,50, <=50K
52,0,0,40, <=50K
32,3781,0,40, <=50K
30,0,0,27, <=50K
33,0,0,15, <=50K
33,2202,0,50, <=50K
57,0,0,40, <=50K
32,0,0,40, <=50K
30,0,0,40, <=50K
43,0,2339,36, <=50K
69,0,0,10, <=50K
33,0,0,50, <=50K
42,0,0,40, <=50K
40,0,0,40, >50K
43,0,0,40, <=50K
33,0,0,60, <=50K
69,0,810,38, <=50K
20,0,0,45, <=50K
34,0,0,40, >50K
35,0,0,45, <=50K
31,0,0,50, <=50K
64,0,0,50, <=50K
34,0,0,44, <=50K
23,0,0,40, <=50K
52,0,0,40, <=50K
26,3325,0,40, <=50K
21,0,0,40, <=50K
36,0,0,40, <=50K
32,0,0,45, >50K
39,0,0,43, <=50K
43,7688,0,53, >50K
34,0,0,40, <=50K
41,0,0,45, <=50K
44,0,0,40, >50K
29,0,0,40, <=50K
55,0,0,20, <=50K
46,0,1848,40, >50K
35,0,0,55, >50K
33,0,0,40, >50K
19,0,0,25, <=50K
60,0,1902,70, >50K
39,0,0,72, <=50K
26,0,0,20, <=50K
35,0,0,40, <=50K
64,0,0,60, >50K
35,0,0,45, >50K
28,0,0,35, <=50K
40,0,0,40, <=50K
28,0,0,40, <=50K
22,0,0,40, <=50K
45,0,0,36, <=50K
37,0,0,40, <=50K
65,99999,0,60, >50K
20,0,0,40, <=50K
50,0,1887,36, >50K
20,0,0,20, <=50K
62,0,0,30, >50K
20,1055,0,50, <=50K
66,0,0,40, <=50K
56,0,0,45, <=50K
40,5178,0,60, >50K
35,0,0,50, >50K
46,0,0,40, <=50K
58,0,0,40, <=50K
34,0,0,50, >50K
23,0,0,40, <=50K
52,0,0,40, <=50K
35,0,0,45, <=50K
38,0,0,40, <=50K
34,0,0,27, <=50K
35,7688,0,20, >50K
33,0,0,50, <=50K
27,0,0,40, <=50K
48,1506,0,40, <=50K
26,0,0,45, <=50K
43,0,1902,40, >50K
41,0,0,40, <=50K
21,594,0,40, <=50K
44,5178,0,60, >50K
31,0,0,45, <=50K
47,0,0,40, >50K
41,0,0,40, <=50K
48,0,0,40, <=50K
54,0,0,40, >50K
19,0,0,25, <=50K
24,0,0,50, <=50K
39,0,0,40, <=50K
49,1506,0,40, <=50K
26,0,0,40, <=50K
54,0,0,40, <=50K
33,0,0,40, <=50K
35,0,0,50, <=50K
32,0,0,50, <=50K
47,6497,0,40, <=50K
47,0,0,50, >50K
36,0,1902,40, >50K
30,0,0,35, <=50K
21,0,0,20, <=50K
20,0,0,30, <=50K
45,0,0,50, <=50K
70,0,0,40, <=50K
44,0,0,32, <=50K
51,0,0,40, <=50K
37,0,0,50, >50K
33,0,1977,40, >50K
21,0,0,40, <=50K
55,4064,0,40, <=50K
37,0,0,50, <=50K
35,0,0,40, >50K
49,0,0,75, <=50K
27,0,0,40, <=50K
36,0,0,35, <=50K
38,0,1977,60, >50K
54,0,1887,44, >50K
37,0,0,40, <=50K
46,0,0,40, >50K
20,0,0,40, <=50K
31,0,0,40, <=50K
18,0,0,30, <=50K
41,0,0,40, <=50K
24,0,0,40, <=50K
24,0,0,20, <=50K
45,0,0,40, <=50K
36,0,0,40, <=50K
33,0,0,55, >50K
51,0,0,50, >50K
26,0,0,40, <=50K
54,0,2051,50, <=50K
31,0,0,50, >50K
31,0,0,20, <=50K
73,0,0,10, <=50K
46,0,0,40, <=50K
32,0,0,54, <=50K
44,0,0,40, <=50K
25,0,0,40, <=50K
55,0,0,40, <=50K
24,0,0,50, <=50K
54,0,0,40, <=50K
51,0,0,50, <=50K
46,0,0,40, >50K
45,0,0,40, >50K
39,0,0,35, <=50K
19,0,0,30, <=50K
24,0,0,20, <=50K
68,0,0,8, <=50K
37,0,0,50, <=50K
31,3908,0,40, <=50K
17,0,0,35, <=50K
40,0,0,40, <=50K
34,0,0,38, <=50K
40,0,0,70, >50K
39,0,0,40, >50K
40,0,0,40, <=50K
23,0,0,20, <=50K
46,0,2392,50, >50K
45,0,0,19, <=50K
65,0,1411,40, <=50K
34,0,0,48, <=50K
43,0,0,40, <=50K
21,0,0,30, <=50K
59,0,0,40, >50K
45,99999,0,25, >50K
39,0,0,40, <=50K
32,0,0,23, <=50K
47,0,0,40, >50K
39,0,0,60, <=50K
34,0,0,40, >50K
40,0,0,40, <=50K
37,0,0,40, <=50K
19,0,0,40, <=50K
38,0,0,40, <=50K
67,0,0,12, <=50K
38,0,0,15, <=50K
21,0,0,30, <=50K
19,0,0,40, <=50K
40,0,0,40, <=50K
45,0,0,30, <=50K
45,0,0,55, <=50K
38,0,0,44, <=50K
58,0,0,40, >50K
48,0,0,40, <=50K
17,0,0,20, <=50K
59,0,0,40, >50K
18,0,0,15, <=50K
46,0,0,50, >50K
26,2407,0,50, <=50K
37,0,0,40, >50K
22,0,0,40, <=50K
60,0,0,40, <=50K
38,0,0,48, >50K
47,0,0,25, <=50K
50,0,0,60, >50K
18,0,0,15, <=50K
24,0,0,40, <=50K
25,0,0,40, <=50K
19,0,1719,40, <=50K
21,0,0,40, <=50K
27,0,0,40, <=50K
30,0,0,60, <=50K
63,0,0,50, <=50K
24,0,0,40, <=50K
41,0,2179,40, <=50K
39,0,0,40, <=50K
59,0,0,40, <=50K
25,0,0,40, <=50K
34,0,0,40, >50K
45,0,0,40, <=50K
43,4650,0,40, <=50K
50,0,0,40, >50K
25,2174,0,50, <=50K
17,0,0,40, <=50K
27,7298,0,45, >50K
60,0,0,40, <=50K
39,0,1977,55, >50K
44,0,0,40, >50K
42,0,0,40, <=50K
38,27828,0,60, >50K
85,0,0,5, <=50K
23,0,0,50, <=50K
25,0,0,40, <=50K
27,0,0,40, <=50K
41,0,0,40, <=50K
41,0,0,40, >50K
51,0,0,50, <=50K
45,0,0,40, <=50K
21,0,0,30, <=50K
31,0,0,40, <=50K
26,0,0,24, <=50K
62,0,0,50, >50K
22,0,0,40, <=50K
20,0,0,40, <=50K
37,0,0,40, <=50K
56,0,1902,65, >50K
25,0,0,45, <=50K
31,0,1977,45, >50K
62,0,0,40, <=50K
41,0,0,40, <=50K
27,0,0,60, <=50K
38,0,0,50, >50K
32,0,0,40, <=50K
21,0,0,40, <=50K
30,0,0,45, <=50K
61,0,0,27, <=50K
17,0,0,12, <=50K
49,0,0,90, <=50K
52,0,0,22, <=50K
49,0,0,40, <=50K
51,0,0,40, <=50K
27,0,0,40, <=50K
31,0,0,40, <=50K
38,0,0,50, >50K
48,0,0,40, <=50K
63,0,0,10, <=50K
33,0,0,40, <=50K
33,0,0,40, <=50K
35,0,0,44, <=50K
40,0,0,50, <=50K
58,0,0,40, <=50K
64,0,0,40, >50K
22,0,0,40, <=50K
47,0,0,50, <=50K
35,0,0,42, >50K
57,0,0,40, >50K
