age,education-num,capital-gain,capital-loss,hours-per-week,class
38,9,0,0,40, <=50K
45,10,0,0,40, <=50K
23,9,0,0,40, <=50K
22,10,0,0,40, <=50K
21,9,0,0,35, <=50K
60,10,0,0,38, <=50K
45,13,0,0,48, >50K
26,9,5721,0,40, <=50K
49,6,0,0,40, <=50K
29,10,0,0,35, <=50K
47,10,7298,0,40, >50K
40,9,0,0,35, <=50K
34,9,7443,0,35, <=50K
42,14,0,0,40, <=50K
33,2,0,0,35, <=50K
63,9,0,0,40, <=50K
53,9,0,0,40, <=50K
38,11,0,0,40, >50K
44,10,0,0,45, >50K
43,6,0,0,40, <=50K
26,14,0,0,32, <=50K
56,9,0,0,40, <=50K
39,11,0,0,40, <=50K
44,4,0,0,48, <=50K
34,9,0,0,48, >50K
40,12,0,0,40, <=50K
38,10,0,0,40, <=50K
44,10,0,0,40, <=50K
34,10,0,0,72, <=50K
22,13,0,0,20, <=50K
58,10,0,0,20, >50K
43,10,0,0,30, <=50K
23,9,0,0,40, <=50K
41,10,0,0,40, <=50K
44,10,0,0,35, <=50K
32,9,0,0,40, <=50K
38,12,0,0,56, >50K
47,10,0,0,50, >50K
24,9,0,0,30, <=50K
39,14,0,0,40, <=50K
32,8,0,0,54, <=50K
40,9,0,0,50, <=50K
34,9,0,3770,45, <=50K
34,9,2036,0,30, <=50K
57,14,0,1977,45, >50K
71,3,0,0,40, <=50K
45,14,0,0,50, >50K
54,9,0,0,45, <=50K
26,11,0,0,54, <=50K
37,10,0,0,45, >50K
28,10,0,0,55, <=50K
42,13,0,0,15, <=50K
45,9,0,0,40, <=50K
37,9,0,0,50, <=50K
57,9,0,0,50, <=50K
39,13,0,0,60, <=50K
45,10,0,0,40, >50K
30,11,0,0,46, <=50K
27,9,0,0,40, >50K
44,16,0,0,40, >50K
44,16,0,1902,40, >50K
38,9,0,0,60, >50K
19,9,0,0,40, <=50K
39,10,0,0,38, <=50K
55,6,0,0,40, <=50K
17,6,0,0,20, <=50K
43,10,0,0,40, <=50K
36,9,0,0,35, <=50K
45,13,0,0,60, <=50K
44,14,0,0,38, >50K
26,10,0,0,52, >50K
32,12,0,1887,40, >50K
21,9,0,0,40, <=50K
43,13,0,0,60, <=50K
34,9,0,0,40, <=50K
33,13,0,0,20, <=50K
40,9,0,0,51, <=50K
46,3,0,0,40, <=50K
20,9,0,0,40, <=50K
54,9,0,0,40, <=50K
23,10,0,0,40, <=50K
58,9,0,0,45, <=50K
25,10,3137,0,40, <=50K
50,14,7688,0,50, >50K
42,9,0,0,45, <=50K
25,9,0,0,38, <=50K
60,7,0,0,30, <=50K
43,9,0,0,40, <=50K
25,13,0,0,40, <=50K
31,9,0,0,45, <=50K
35,9,0,0,40, <=50K
48,10,0,0,40, <=50K
43,9,0,0,20, >50K
27,9,0,0,40, <=50K
24,9,0,1590,40, <=50K
44,9,0,1887,70, >50K
52,9,0,0,22, <=50K
49,10,0,0,40, >50K
31,9,0,0,40, <=50K
59,7,0,0,40, <=50K
27,13,0,0,40, <=50K
38,14,0,0,40, >50K
51,13,0,0,40, >50K
24,9,0,0,40, <=50K
58,13,0,0,45, >50K
46,10,0,0,40, <=50K
55,3,0,0,40, <=50K
76,9,0,0,8, <=50K
25,10,0,0,40, <=50K
51,10,7298,0,40, >50K
33,9,0,0,40, <=50K
46,9,0,0,40, <=50K
51,10,0,0,40, <=50K
42,11,0,0,40, <=50K
53,13,8614,0,50, >50K
33,14,7688,0,35, >50K
30,13,99999,0,35, >50K
41,10,0,0,40, <=50K
42,12,0,0,40, <=50K
34,9,0,0,40, >50K
31,11,0,0,40, <=50K
46,10,0,1977,50, >50K
35,2,0,0,40, <=50K
40,9,0,0,40, <=50K
46,10,0,0,40, >50K
43,14,0,0,40, >50K
35,9,0,0,40, <=50K
23,13,0,0,20, <=50K
50,9,0,0,12, <=50K
43,9,0,0,40, <=50K
61,9,0,0,40, >50K
29,15,0,0,50, <=50K
21,9,0,0,40, <=50K
36,13,0,1672,50, <=50K
40,9,0,0,40, <=50K
23,13,0,0,40, <=50K
90,13,0,0,55, <=50K
24,13,0,0,40, <=50K
20,10,2176,0,12, <=50K
40,14,0,0,60, >50K
37,11,0,0,55, <=50K
31,9,0,0,40, <=50K
22,9,0,0,40, <=50K
25,10,0,0,40, <=50K
46,8,7298,0,40, >50K
47,14,0,0,60, >50K
48,11,0,0,40, <=50K
36,14,0,0,50, <=50K
26,13,0,0,80, <=50K
28,5,0,0,40, <=50K
20,10,0,0,40, <=50K
51,10,0,0,40, <=50K
32,9,0,0,40, >50K
55,6,0,0,40, <=50K
41,13,0,0,40, <=50K
46,14,7688,0,35, >50K
45,9,0,0,40, >50K
65,9,0,0,40, <=50K
45,16,7688,0,50, >50K
22,10,0,0,40, <=50K
22,10,0,0,20, <=50K
42,15,0,0,50, >50K
37,13,5178,0,40, >50K
24,13,0,0,40, <=50K
67,10,0,0,41, <=50K
28,9,0,0,37, <=50K
56,6,0,0,35, >50K
31,11,0,0,38, <=50K
33,10,0,0,40, <=50K
52,4,0,0,40, <=50K
45,10,0,0,40, >50K
53,13,0,1902,40, >50K
47,4,0,0,40, <=50K
40,9,0,0,30, <=50K
35,10,0,0,48, <=50K
65,4,0,0,40, <=50K
42,10,0,0,30, <=50K
23,13,0,0,15, <=50K
39,10,0,0,40, <=50K
39,9,0,0,30, <=50K
37,9,0,0,40, <=50K
25,11,0,0,40, <=50K
31,9,0,0,40, <=50K
39,9,0,0,45, <=50K
39,13,0,0,30, >50K
25,13,0,0,35, <=50K
30,7,0,0,40, <=50K
37,5,0,0,48, <=50K
22,9,0,0,36, <=50K
46,14,0,1977,40, >50K
54,13,0,1408,38, <=50K
33,12,0,0,45, <=50K
70,13,0,0,40, <=50K
36,10,0,0,45, <=50K
53,14,0,0,50, <=50K
55,9,0,1617,40, <=50K
17,7,0,0,30, <=50K
36,10,0,0,40, <=50K
36,15,0,0,55, >50K
40,9,0,0,40, <=50K
36,9,0,0,50, >50K
28,9,0,0,55, <=50K
39,14,99999,0,40, >50K
49,3,0,0,45, <=50K
63,9,0,0,40, <=50K
61,10,0,0,20, <=50K
48,9,0,0,60, >50K
55,9,0,0,40, <=50K
18,10,0,0,4, <=50K
20,9,0,0,20, <=50K
49,9,0,0,40, <=50K
27,9,0,0,40, <=50K
37,6,0,0,33, <=50K
32,9,0,0,40, <=50K
33,16,0,0,60, <=50K
47,11,0,0,26, <=50K
34,9,0,0,40, <=50K
61,9,0,0,35, <=50K
25,9,0,0,40, <=50K
26,12,0,0,30, <=50K
18,9,0,0,30, <=50K
35,9,0,0,50, <=50K
36,9,0,0,40, <=50K
56,9,0,0,35, >50K
40,11,0,0,40, <=50K
24,8,0,0,38, <=50K
66,9,0,0,40, >50K
42,9,0,0,40, <=50K
28,9,0,0,20, <=50K
39,10,0,0,35, <=50K
65,11,0,0,25, <=50K
20,10,0,0,20, <=50K
52,9,4386,0,40, >50K
24,10,99999,0,50, >50K
39,10,0,0,40, <=50K
18,9,0,0,30, <=50K
49,4,0,0,40, <=50K
21,10,0,0,48, <=50K
35,9,0,0,30, <=50K
38,9,0,0,40, >50K
55,9,0,0,40, <=50K
27,6,0,0,55, <=50K
34,9,0,0,40, <=50K
54,10,0,0,40, <=50K
38,9,0,0,40, <=50K
32,9,0,0,40, <=50K
33,10,0,0,12, <=50K
32,12,0,0,50, <=50K
34,14,0,0,50, <=50K
46,13,0,0,30, >50K
48,14,0,0,40, >50K
23,10,0,0,40, <=50K
48,4,0,0,40, <=50K
67,9,0,0,37, >50K
36,15,5178,0,60, >50K
25,13,0,0,20, <=50K
43,10,4064,0,38, <=50K
27,12,0,0,40, <=50K
56,2,0,0,40, <=50K
54,10,0,1579,48, <=50K
39,9,0,1887,46, >50K
60,9,0,0,25, <=50K
27,10,0,0,40, <=50K
21,10,0,0,40, <=50K
24,10,0,0,40, <=50K
31,10,0,0,40, <=50K
22,6,0,0,15, <=50K
26,13,0,0,45, <=50K
45,9,0,0,48, <=50K
33,9,0,0,40, <=50K
55,3,0,0,48, <=50K
29,5,0,0,40, <=50K
72,9,6360,0,40, <=50K
35,9,0,0,60, >50K
53,9,0,0,40, <=50K
40,10,0,0,40, <=50K
20,9,0,0,30, <=50K
69,9,1848,0,12, <=50K
41,9,0,0,25, <=50K
45,14,0,0,45, >50K
27,9,0,0,40, <=50K
46,15,99999,0,60, >50K
55,10,0,0,35, <=50K
31,10,0,0,40, >50K
45,10,0,0,55, <=50K
64,9,0,0,5, <=50K
38,10,0,0,45, <=50K
17,6,0,0,40, <=50K
33,9,0,1887,20, >50K
22,8,0,0,50, <=50K
23,10,0,0,30, <=50K
25,9,0,0,40, <=50K
33,13,3103,0,43, >50K
31,9,0,0,30, <=50K
37,9,0,0,35, <=50K
53,9,0,1876,38, <=50K
28,10,0,0,40, <=50K
33,13,0,0,40, >50K
41,9,0,0,40, <=50K
61,13,0,0,50, <=50K
25,10,0,0,25, <=50K
20,10,0,0,56, <=50K
35,9,0,0,40, >50K
64,11,0,0,40, >50K
28,9,0,0,38, <=50K
39,10,0,1564,12, >50K
53,9,0,0,40, <=50K
28,9,0,0,40, <=50K
38,10,0,0,40, <=50K
25,13,0,0,35, <=50K
19,10,0,0,30, <=50K
20,12,0,0,30, <=50K
27,13,0,0,40, <=50K
55,9,0,2246,40, >50K
52,14,0,1848,40, >50K
21,10,0,0,40, <=50K
30,9,0,0,40, <=50K
47,9,0,1974,40, <=50K
22,6,0,0,30, <=50K
24,9,4386,0,40, >50K
26,13,0,0,40, <=50K
27,9,0,0,45, <=50K
57,5,0,0,40, <=50K
18,14,0,0,60, <=50K
30,13,0,0,45, <=50K
34,13,0,0,50, <=50K
40,10,5178,0,60, >50K
60,9,0,0,38, <=50K
25,8,0,0,40, >50K
39,13,0,0,55, <=50K
48,9,0,0,40, >50K
27,10,0,0,30, <=50K
33,9,0,0,65, >50K
65,9,0,0,40, <=50K
52,9,0,1977,40, >50K
27,13,0,0,40, <=50K
32,10,0,0,40, <=50K
45,10,0,0,50, <=50K
18,7,0,0,16, <=50K
27,13,0,0,45, <=50K
57,10,0,0,60, <=50K
44,10,0,0,55, >50K
30,14,0,0,44, >50K
26,10,0,0,40, <=50K
28,10,0,0,40, >50K
61,9,0,0,40, >50K
49,9,0,0,50, <=50K
33,14,15024,0,40, >50K
50,12,0,0,50, >50K
53,4,0,0,99, <=50K
33,9,0,0,40, >50K
22,10,0,0,10, <=50K
45,13,0,0,40, >50K
26,10,0,0,60, <=50K
50,4,0,0,20, <=50K
47,9,0,0,40, >50K
52,13,0,0,40, >50K
57,9,0,0,36, <=50K
21,10,0,0,35, <=50K
58,9,2174,0,40, <=50K
50,14,0,0,50, >50K
33,10,0,0,40, <=50K
34,7,0,0,40, <=50K
20,10,0,0,20, <=50K
37,14,7688,0,50, >50K
57,12,0,0,40, <=50K
57,9,0,0,48, <=50K
21,12,0,0,8, <=50K
40,10,0,0,40, <=50K
23,10,0,0,40, <=50K
54,9,0,0,20, <=50K
38,10,0,0,40, >50K
32,10,15024,0,60, >50K
22,10,0,0,40, <=50K
27,9,0,0,42, <=50K
42,3,0,0,40, <=50K
36,9,0,0,47, <=50K
22,9,0,0,40, <=50K
40,5,0,0,40, <=50K
26,9,0,0,45, <=50K
46,9,0,0,40, <=50K
28,7,0,0,60, >50K
46,13,0,0,45, <=50K
55,9,0,0,40, <=50K
76,10,0,0,20, <=50K
27,13,0,0,60, <=50K
50,9,0,0,40, >50K
75,9,0,0,20, <=50K
42,14,0,0,40, >50K
36,14,0,0,40, <=50K
51,9,0,0,40, <=50K
43,15,15024,0,55, >50K
44,13,0,0,40, <=50K
20,10,0,0,20, <=50K
60,3,0,0,45, <=50K
47,13,0,0,45, >50K
73,7,0,0,15, <=50K
27,9,0,0,40, <=50K
50,9,15024,0,50, >50K
35,4,0,0,40, <=50K
31,9,0,0,50, <=50K
45,13,0,0,40, >50K
57,9,0,0,40, >50K
34,9,0,0,40, <=50K
19,10,0,0,16, <=50K
25,9,0,0,40, <=50K
39,13,0,0,50, >50K
28,9,0,0,40, >50K
48,14,0,0,40, <=50K
38,9,0,0,44, <=50K
53,3,0,0,10, <=50K
19,9,0,0,40, <=50K
41,9,0,0,60, <=50K
23,12,0,0,36, <=50K
32,9,0,0,40, <=50K
35,10,0,0,40, <=50K
21,11,0,1602,30, <=50K
24,13,0,0,40, <=50K
34,9,0,0,40, <=50K
29,13,0,0,25, >50K
24,10,0,0,20, <=50K
55,9,0,0,40, <=50K
28,9,0,0,40, <=50K
46,9,0,0,40, <=50K
38,9,0,0,40, <=50K
29,10,0,0,40, <=50K
35,13,0,0,50, >50K
29,9,0,0,40, <=50K
41,16,0,0,50, >50K
40,9,0,0,32, <=50K
30,9,0,0,40, <=50K
72,7,0,0,35, <=50K
17,7,0,0,40, <=50K
46,9,0,0,70, <=50K
38,13,0,0,48, <=50K
36,13,0,0,45, <=50K
24,12,0,0,40, <=50K
28,9,0,0,35, <=50K
28,9,0,0,40, <=50K
60,9,0,1485,70, >50K
42,10,0,0,40, >50K
48,13,0,0,40, >50K
37,9,0,0,40, <=50K
32,16,0,0,40, >50K
55,10,7688,0,40, >50K
30,10,0,0,40, <=50K
68,4,0,0,10, <=50K
45,9,0,0,30, <=50K
26,9,0,0,40, <=50K
22,10,0,0,40, <=50K
22,10,0,0,40, <=50K
36,10,7298,0,40, >50K
52,4,0,0,40, <=50K
68,15,0,0,16, <=50K
26,13,0,0,40, >50K
52,13,0,0,40, <=50K
46,9,0,1672,50, <=50K
53,14,7298,0,40, >50K
17,7,0,0,8, <=50K
29,13,0,0,75, <=50K
41,10,0,0,50, >50K
45,10,0,0,40, <=50K
57,10,0,0,50, >50K
30,13,0,0,30, <=50K
46,9,0,0,45, >50K
45,12,0,0,40, <=50K
59,10,0,0,40, >50K
40,12,0,0,52, <=50K
38,9,2036,0,20, <=50K
22,10,0,0,40, <=50K
59,4,0,0,85, <=50K
36,10,0,0,40, <=50K
40,4,0,0,40, <=50K
18,6,0,0,40, <=50K
62,9,0,0,40, <=50K
63,9,0,0,40, <=50K
29,14,0,0,80, <=50K
27,13,0,0,45, >50K
47,16,0,0,50, >50K
20,9,0,0,40, <=50K
48,12,0,0,45, <=50K
29,9,0,0,30, <=50K
22,9,0,0,40, <=50K
42,12,0,0,24, <=50K
36,11,0,0,40, <=50K
60,6,0,0,40, <=50K
41,9,0,0,40, <=50K
43,9,0,0,40, >50K
33,13,0,0,38, >50K
34,4,0,0,40, <=50K
32,9,0,0,35, <=50K
22,10,0,0,20, <=50K
52,5,0,0,25, <=50K
27,12,0,0,40, <=50K
60,14,0,0,40, >50K
41,13,7688,0,40, >50K
34,13,0,0,62, <=50K
30,9,0,0,40, >50K
35,10,0,0,25, <=50K
39,13,0,0,40, <=50K
64,10,0,0,40, <=50K
17,7,0,0,20, <=50K
29,14,0,0,40, <=50K
37,11,0,0,40, >50K
43,9,0,0,45, <=50K
30,9,0,0,25, <=50K
17,6,0,0,12, <=50K
29,9,0,0,40, <=50K
24,10,0,0,40, <=50K
27,13,0,0,50, <=50K
69,13,0,0,40, <=50K
30,9,0,0,40, <=50K
29,9,0,0,40, <=50K
17,6,0,0,40, <=50K
61,4,0,1651,40, <=50K
70,4,0,0,38, <=50K
32,13,0,1902,40, >50K
21,9,0,0,40, <=50K
27,9,9562,0,50, >50K
27,13,0,0,40, <=50K
19,10,0,0,25, <=50K
44,14,0,0,60, >50K
36,10,0,0,40, <=50K
45,14,7298,0,50, >50K
29,13,0,0,60, <=50K
34,13,7298,0,54, >50K
28,13,0,0,50, <=50K
34,3,0,0,40, <=50K
18,9,0,0,20, <=50K
39,10,0,0,45, <=50K
34,10,0,0,40, <=50K
35,14,0,0,41, <=50K
24,9,0,0,40, <=50K
41,13,0,0,70, <=50K
50,16,0,1902,45, >50K
68,10,0,0,30, <=50K
35,7,0,0,50, <=50K
47,11,0,0,40, <=50K
43,14,0,0,40, <=50K
35,9,0,0,40, <=50K
34,10,0,0,17, <=50K
26,9,0,0,40, <=50K
50,10,0,0,40, <=50K
22,9,0,0,40, <=50K
20,9,0,0,40, <=50K
18,9,0,0,40, <=50K
52,9,0,0,40, <=50K
71,9,0,0,28, <=50K
55,9,0,0,40, <=50K
17,7,0,0,8, <=50K
36,10,0,0,40, <=50K
25,13,0,0,40, <=50K
39,8,0,1848,40, >50K
27,13,0,0,40, <=50K
42,9,0,0,40, <=50K
22,9,0,1719,40, <=50K
57,11,0,0,40, >50K
34,10,0,0,28, <=50K
31,14,0,0,60, <=50K
24,13,0,0,40, <=50K
41,9,0,0,60, <=50K
30,10,6849,0,40, <=50K
17,7,0,0,32, <=50K
26,9,0,0,20, <=50K
32,2,0,0,50, <=50K
55,6,0,0,45, <=50K
19,8,0,0,20, <=50K
28,14,0,0,50, <=50K
55,9,2885,0,40, <=50K
49,15,0,0,60, >50K
23,13,0,0,40, <=50K
43,9,0,0,40, <=50K
40,10,0,0,40, <=50K
41,13,0,0,40, >50K
23,10,0,0,40, <=50K
59,9,0,1887,40, >50K
20,9,0,0,35, <=50K
21,9,0,0,40, <=50K
28,13,0,0,10, <=50K
44,10,0,0,50, <=50K
31,13,0,0,48, <=50K
50,13,4416,0,45, <=50K
54,9,0,0,45, >50K
28,9,0,0,50, <=50K
34,9,0,0,40, <=50K
46,14,0,0,40, >50K
28,13,0,0,60, >50K
23,9,0,2001,40, <=50K
29,13,0,0,40, >50K
35,9,0,0,40, <=50K
41,10,7688,0,50, >50K
90,10,0,0,10, <=50K
35,14,7688,0,55, >50K
20,9,0,0,40, <=50K
42,14,2354,0,16, <=50K
56,4,5013,0,45, <=50K
31,13,0,0,45, <=50K
23,9,0,0,50, <=50K
60,9,0,0,40, <=50K
28,10,0,0,40, <=50K
32,10,0,0,60, >50K
36,14,14084,0,40, >50K
44,13,0,0,60, <=50K
34,10,0,0,48, >50K
27,9,0,0,40, <=50K
49,9,0,0,50, <=50K
48,9,0,0,40, <=50K
47,9,0,0,50, >50K
34,13,0,0,65, >50K
27,12,0,0,40, <=50K
31,13,4064,0,40, <=50K
24,10,0,0,40, <=50K
24,9,0,0,30, <=50K
25,10,0,0,40, <=50K
36,11,0,0,40, <=50K
38,9,0,0,45, <=50K
57,3,0,0,40, <=50K
24,10,0,0,50, >50K
41,9,0,0,40, <=50K
56,11,0,0,60, >50K
19,9,0,0,40, <=50K
44,9,0,0,32, <=50K
34,11,0,0,40, <=50K
25,13,0,0,40, <=50K
27,9,0,0,40, <=50K
22,9,0,0,40, <=50K
59,10,0,1887,55, >50K
34,7,0,0,50, <=50K
30,9,0,0,65, >50K
21,10,0,0,38, <=50K
24,10,0,0,40, <=50K
19,10,0,0,15, <=50K
82,10,0,0,3, <=50K
35,13,0,0,50, >50K
32,11,0,0,40, <=50K
45,10,0,0,45, <=50K
30,9,0,0,40, <=50K
28,13,0,0,55, <=50K
28,13,0,0,5, <=50K
29,9,0,0,44, <=50K
60,10,0,0,40, <=50K
28,11,0,0,40, <=50K
38,10,0,0,40, <=50K
31,9,0,0,50, >50K
28,10,0,0,35, >50K
42,10,0,0,23, <=50K
40,5,0,0,40, >50K
24,10,0,0,40, <=50K
37,10,0,0,60, >50K
36,9,0,0,40, <=50K
39,13,0,0,40, <=50K
22,5,0,0,35, <=50K
46,10,0,1628,40, <=50K
28,13,0,0,43, <=50K
34,10,0,0,40, <=50K
42,10,0,0,43, <=50K
43,9,0,0,40, <=50K
35,9,0,0,40, <=50K
60,15,3781,0,16, <=50K
33,10,8614,0,40, >50K
22,9,0,0,80, <=50K
39,11,0,0,40, <=50K
33,13,5178,0,40, >50K
39,9,0,0,40, <=50K
37,7,0,0,45, <=50K
63,4,0,0,60, >50K
46,10,7688,0,38, >50K
48,9,0,0,40, <=50K
33,9,0,0,40, <=50K
65,10,1848,0,20, <=50K
39,9,0,0,40, >50K
43,13,0,0,40, >50K
28,6,0,0,40, <=50K
50,9,99999,0,35, >50K
24,13,0,0,20, <=50K
48,9,0,0,40, <=50K
35,10,0,0,40, <=50K
62,9,0,0,40, <=50K
42,10,0,0,40, <=50K
60,9,99999,0,40, >50K
50,9,0,0,50, >50K
40,15,0,0,40, <=50K
39,9,0,0,40, <=50K
43,13,0,0,40, <=50K
43,9,0,0,40, <=50K
35,9,0,0,38, <=50K
39,13,0,0,45, >50K
30,13,0,0,40, >50K
32,10,0,0,65, <=50K
18,10,0,0,40, <=50K
37,12,0,0,40, <=50K
26,13,0,0,40, <=50K
51,9,0,0,42, <=50K
35,10,0,0,36, <=50K
33,13,0,0,45, <=50K
46,13,0,0,44, >50K
40,11,0,0,50, >50K
34,11,0,0,48, <=50K
29,9,0,0,40, <=50K
47,10,0,0,35, <=50K
34,13,0,0,40, >50K
45,9,0,0,30, <=50K
53,9,0,0,35, <=50K
52,14,0,0,40, <=50K
64,4,0,0,40, >50K
42,14,0,0,45, >50K
44,10,0,0,44, >50K
41,9,7298,0,50, >50K
53,14,0,0,43, >50K
25,9,0,0,35, <=50K
20,7,0,0,40, <=50K
29,11,0,0,40, <=50K
56,9,0,0,40, <=50K
45,16,0,1977,30, >50K
56,9,0,0,35, <=50K
38,10,7298,0,40, >50K
62,9,0,0,40, <=50K
28,13,0,0,60, <=50K
31,9,3908,0,40, <=50K
24,13,0,0,40, <=50K
65,13,0,0,34, <=50K
40,9,0,0,30, <=50K
31,13,0,0,40, <=50K
35,9,0,1741,60, <=50K
42,14,0,1902,40, >50K
20,9,0,0,30, <=50K
30,10,0,0,40, <=50K
25,13,0,0,45, <=50K
22,9,0,0,40, <=50K
65,9,0,2206,10, <=50K
31,10,3908,0,40, <=50K
56,10,0,0,50, >50K
51,9,0,0,32, <=50K
36,6,0,0,60, <=50K
44,10,0,1590,40, <=50K
49,14,0,1755,45, >50K
28,9,0,0,40, <=50K
57,13,7298,0,40, >50K
33,10,0,0,65, <=50K
49,13,5178,0,40, >50K
74,16,0,3683,20, >50K
48,13,5013,0,45, <=50K
38,13,15024,0,40, >50K
39,9,0,0,40, <=50K
46,13,7298,0,65, >50K
56,13,0,0,40, >50K
27,13,0,0,40, >50K
17,7,0,0,40, <=50K
28,5,0,0,40, <=50K
18,6,0,0,40, <=50K
42,14,0,0,25, <=50K
39,10,0,0,40, <=50K
29,9,3464,0,40, <=50K
21,10,0,0,10, <=50K
36,10,0,0,40, <=50K
56,6,0,0,40, <=50K
49,3,0,0,40, <=50K
47,10,0,0,80, <=50K
44,10,0,0,40, <=50K
40,2,0,0,45, <=50K
43,13,15024,0,40, >50K
62,8,0,0,48, <=50K
52,15,3103,0,30, >50K
25,9,0,0,40, <=50K
63,14,0,0,70, >50K
51,16,0,0,99, <=50K
25,9,0,0,40, <=50K
62,10,0,0,40, <=50K
27,9,0,0,40, <=50K
48,10,0,0,30, <=50K
32,9,0,0,40, <=50K
36,10,0,0,45, <=50K
30,9,0,0,40, <=50K
45,14,0,0,40, <=50K
27,9,0,0,50, <=50K
41,13,0,0,37, <=50K
61,9,0,0,40, <=50K
70,13,0,0,55, <=50K
55,7,0,0,40, <=50K
35,13,0,0,45, <=50K
36,11,0,0,38, <=50K
29,10,0,0,60, <=50K
30,13,0,0,40, <=50K
45,7,0,0,40, <=50K
39,13,5455,0,60, <=50K
18,9,0,0,20, <=50K
28,9,0,0,40, <=50K
27,13,0,0,45, <=50K
38,9,0,0,40, <=50K
33,9,0,0,40, <=50K
25,9,0,0,40, >50K
25,9,0,0,4, <=50K
38,7,0,0,40, <=50K
23,10,0,0,45, <=50K
40,11,0,0,40, <=50K
36,9,99999,0,50, >50K
20,10,0,0,20, <=50K
41,9,0,0,48, <=50K
44,10,0,0,38, <=50K
49,13,0,0,40, >50K
22,12,0,0,40, <=50K
26,10,0,0,40, <=50K
47,12,0,0,40, <=50K
48,9,0,0,25, <=50K
28,9,0,0,40, <=50K
37,10,8614,0,55, >50K
44,13,0,0,40, <=50K
20,8,0,0,35, <=50K
53,13,7298,0,40, >50K
36,14,0,0,15, <=50K
77,4,0,0,30, <=50K
21,9,0,0,35, <=50K
24,13,0,0,40, <=50K
30,12,0,0,40, <=50K
51,11,0,0,50, <=50K
22,10,0,0,30, <=50K
23,10,0,0,25, <=50K
47,16,99999,0,50, >50K
17,8,0,0,20, <=50K
48,13,0,0,50, >50K
43,10,0,0,40, >50K
34,8,0,0,40, <=50K
19,9,0,0,35, <=50K
42,10,0,0,40, <=50K
23,13,0,0,40, <=50K
61,15,0,0,50, >50K
63,7,0,0,30, <=50K
65,9,0,0,40, <=50K
37,11,7298,0,40, >50K
41,12,0,0,40, >50K
35,10,0,0,40, <=50K
21,9,0,0,40, <=50K
48,13,0,0,35, <=50K
51,10,0,1887,40, >50K
43,13,0,0,55, <=50K
22,10,0,0,15, <=50K
56,10,0,0,60, <=50K
47,9,0,0,40, <=50K
26,13,0,0,24, <=50K
39,10,0,0,24, <=50K
45,10,0,0,75, <=50K
49,9,0,0,40, <=50K
23,9,0,0,30, <=50K
69,9,0,0,36, <=50K
41,14,0,0,60, >50K
40,9,0,0,40, <=50K
25,9,0,0,40, <=50K
52,9,0,0,40, <=50K
28,10,3325,0,50, <=50K
50,12,0,0,40, >50K
21,11,0,0,30, <=50K
48,10,0,0,40, >50K
27,15,0,0,42, >50K
63,9,0,0,30, <=50K
47,16,0,0,40, >50K
37,16,14084,0,45, >50K
28,10,0,0,40, <=50K
58,9,0,0,40, <=50K
41,10,0,0,51, <=50K
67,10,0,0,40, <=50K
62,9,0,0,48, <=50K
28,10,0,0,40, >50K
26,8,0,0,40, <=50K
46,15,0,0,65, >50K
29,9,0,0,40, <=50K
39,13,0,0,40, >50K
25,14,0,0,35, <=50K
20,10,0,0,35, <=50K
21,10,0,0,40, <=50K
25,13,0,0,50, <=50K
44,15,0,0,50, >50K
37,9,0,0,38, <=50K
50,14,7298,0,40, >50K
29,9,0,0,40, <=50K
18,10,0,0,21, <=50K
32,13,0,0,40, <=50K
58,11,0,0,60, <=50K
50,9,0,0,40, >50K
29,10,0,0,18, <=50K
58,9,0,0,60, >50K
29,10,0,0,40, <=50K
36,9,0,0,45, >50K
21,9,0,0,35, <=50K
49,9,0,0,40, <=50K
60,14,0,0,50, <=50K
39,10,3103,0,50, >50K
50,12,0,1902,40, >50K
30,10,0,0,48, <=50K
55,9,0,0,40, <=50K
64,9,0,0,20, <=50K
29,12,0,0,40, <=50K
40,13,7298,0,40, >50K
42,9,0,0,50, <=50K
55,9,0,0,40, <=50K
43,9,0,0,45, <=50K
28,8,0,0,40, <=50K
46,12,0,0,38, >50K
34,9,0,0,40, <=50K
47,14,7688,0,38, >50K
43,14,0,0,40, <=50K
24,10,0,0,25, <=50K
21,7,0,0,40, <=50K
65,13,0,0,40, >50K
20,10,0,0,40, <=50K
31,14,0,0,25, <=50K
38,9,3464,0,40, <=50K
22,10,0,0,40, <=50K
20,10,0,0,20, <=50K
44,10,0,0,60, <=50K
44,14,0,0,40, <=50K
41,16,0,0,60, >50K
38,9,0,2205,40, <=50K
21,10,0,0,25, <=50K
24,10,0,0,30, <=50K
24,14,0,0,45, <=50K
28,9,0,0,40, <=50K
39,13,0,0,35, <=50K
48,10,3325,0,40, <=50K
24,9,0,0,40, <=50K
50,9,0,0,35, >50K
50,10,4064,0,55, <=50K
68,10,0,0,40, <=50K
31,14,0,0,50, <=50K
22,2,0,0,40, <=50K
18,10,0,0,48, <=50K
25,9,0,0,40, <=50K
28,10,0,0,40, <=50K
17,7,0,0,15, <=50K
24,16,0,0,99, <=50K
20,6,0,0,36, <=50K
45,12,0,0,40, >50K
44,10,1506,0,45, <=50K
57,4,0,0,40, <=50K
33,13,0,1902,55, >50K
24,13,0,0,40, <=50K
22,10,0,0,24, <=50K
41,9,0,0,40, <=50K
51,13,0,0,40, <=50K
